Attendance,Exams,Major,Project,Questions,Seniority,Texting,Grade
90,40,Polsci,51,Always,Sophomore,Always,Pass
90,49,Cs,79,Always,Junior,Always,Fail
62,41,Polsci,12,Always,Freshman,Always,Pass
83,89,Polsci,23,Always,Junior,Always,Pass
90,21,Stat,42,Rare,Senior,Rarely,Fail
90,91,Stat,64,Always,Freshman,Always,Fail
16,86,Comm,92,Rare,Senior,Rarely,Pass
90,34,Stat,47,Rare,Freshman,Always,Fail
11,82,Cs,91,Always,Senior,Always,Pass
40,49,Cs,46,Rare,Senior,Rarely,Fail
30,49,Comm,45,Rare,Junior,Always,Pass
78,48,Comm,60,Rare,Sophomore,Rarely,Pass
73,17,Stat,59,Always,Freshman,Rarely,Fail
89,64,Cs,32,Always,Sophomore,Rarely,Pass
66,42,Comm,98,Rare,Senior,Rarely,Pass
3,2,Comm,67,Always,Sophomore,Rarely,Pass
72,59,Stat,30,Always,Sophomore,Rarely,Fail
57,53,Polsci,39,Always,Sophomore,Always,Pass
92,52,Cs,83,Rare,Senior,Always,Fail
95,0,Comm,72,Always,Freshman,Rarely,Pass
63,22,Stat,36,Always,Freshman,Always,Fail
9,72,Comm,17,Always,Sophomore,Always,Pass
68,9,Polsci,39,Rare,Sophomore,Always,Fail
53,32,Cs,87,Rare,Sophomore,Rarely,Fail
57,12,Stat,67,Always,Sophomore,Rarely,Fail
79,23,Stat,82,Always,Senior,Rarely,Fail
74,90,Cs,55,Always,Junior,Always,Pass
100,51,Comm,84,Rare,Freshman,Rarely,Pass
26,72,Stat,25,Rare,Senior,Rarely,Fail
92,67,Stat,86,Rare,Sophomore,Always,Pass
42,31,Stat,36,Rare,Freshman,Always,Fail
90,40,Polsci,40,Rare,Senior,Always,Fail
26,36,Cs,81,Rare,Freshman,Rarely,Fail
54,100,Cs,33,Rare,Freshman,Rarely,Pass
37,7,Stat,29,Always,Senior,Rarely,Fail
42,47,Stat,25,Rare,Freshman,Rarely,Fail
22,16,Cs,37,Rare,Junior,Rarely,Fail
39,33,Comm,94,Rare,Junior,Always,Pass
15,4,Cs,3,Always,Freshman,Rarely,Fail
7,75,Cs,82,Rare,Sophomore,Rarely,Fail
98,64,Stat,14,Rare,Senior,Always,Fail
83,38,Stat,23,Always,Freshman,Always,Fail
3,2,Stat,23,Rare,Sophomore,Always,Fail
0,24,Comm,80,Always,Freshman,Rarely,Pass
78,78,Cs,20,Always,Senior,Always,Fail
19,14,Cs,11,Rare,Junior,Always,Fail
63,68,Cs,54,Always,Sophomore,Always,Fail
19,56,Cs,43,Rare,Junior,Rarely,Fail
96,73,Comm,7,Rare,Sophomore,Always,Pass
26,1,Comm,1,Always,Junior,Rarely,Fail
77,36,Polsci,20,Rare,Junior,Always,Fail
46,46,Cs,51,Always,Senior,Always,Fail
89,47,Cs,2,Rare,Sophomore,Rarely,Fail
69,52,Stat,89,Rare,Freshman,Always,Pass
60,87,Polsci,19,Always,Junior,Always,Fail
88,86,Polsci,31,Rare,Sophomore,Rarely,Pass
7,3,Cs,38,Always,Senior,Rarely,Fail
35,100,Comm,59,Always,Senior,Rarely,Pass
31,21,Stat,79,Always,Sophomore,Rarely,Fail
28,40,Polsci,55,Rare,Freshman,Rarely,Fail
58,21,Stat,48,Always,Junior,Always,Fail
28,74,Comm,51,Always,Freshman,Always,Pass
12,17,Stat,69,Rare,Freshman,Rarely,Fail
59,61,Cs,86,Always,Senior,Rarely,Fail
8,91,Comm,38,Rare,Junior,Rarely,Pass
25,80,Stat,63,Rare,Freshman,Rarely,Pass
30,26,Comm,72,Rare,Freshman,Always,Fail
60,100,Stat,98,Rare,Senior,Always,Pass
85,47,Stat,28,Rare,Freshman,Rarely,Fail
67,6,Cs,40,Rare,Senior,Always,Fail
30,96,Cs,3,Always,Freshman,Always,Pass
98,83,Polsci,83,Rare,Senior,Rarely,Fail
24,45,Polsci,92,Rare,Sophomore,Always,Pass
35,29,Cs,25,Always,Freshman,Always,Fail
66,33,Polsci,69,Rare,Sophomore,Rarely,Pass
73,23,Comm,15,Rare,Sophomore,Always,Pass
20,11,Stat,14,Rare,Senior,Always,Fail
10,72,Stat,31,Rare,Senior,Always,Fail
0,92,Polsci,37,Always,Freshman,Always,Fail
26,98,Stat,71,Always,Freshman,Always,Pass
82,75,Stat,90,Rare,Freshman,Rarely,Pass
69,12,Comm,55,Rare,Senior,Rarely,Pass
33,50,Stat,68,Always,Senior,Rarely,Fail
4,40,Stat,90,Rare,Freshman,Rarely,Pass
78,15,Comm,73,Rare,Junior,Rarely,Pass
53,31,Comm,22,Rare,Senior,Always,Fail
77,44,Stat,67,Rare,Freshman,Always,Fail
92,56,Polsci,92,Rare,Freshman,Always,Fail
21,95,Cs,92,Always,Freshman,Always,Pass
70,6,Polsci,16,Always,Senior,Always,Pass
20,18,Stat,65,Always,Freshman,Rarely,Fail
91,36,Cs,19,Always,Sophomore,Always,Fail
9,56,Stat,51,Rare,Junior,Always,Fail
56,53,Polsci,33,Rare,Senior,Always,Fail
65,47,Stat,71,Rare,Junior,Rarely,Fail
52,43,Polsci,14,Always,Senior,Always,Pass
15,61,Stat,31,Rare,Junior,Rarely,Fail
61,99,Cs,43,Rare,Senior,Always,Pass
15,3,Comm,9,Always,Freshman,Rarely,Fail
13,76,Comm,49,Always,Sophomore,Always,Pass
15,70,Cs,0,Always,Freshman,Always,Fail
90,32,Comm,9,Always,Sophomore,Always,Fail
44,13,Polsci,10,Rare,Sophomore,Rarely,Fail
21,81,Stat,1,Always,Senior,Always,Fail
47,25,Comm,83,Rare,Sophomore,Rarely,Fail
46,92,Cs,86,Always,Sophomore,Rarely,Pass
52,96,Comm,48,Rare,Senior,Always,Pass
60,9,Comm,23,Always,Sophomore,Rarely,Fail
72,13,Polsci,20,Always,Senior,Rarely,Pass
70,99,Stat,4,Always,Senior,Always,Pass
94,87,Cs,68,Rare,Junior,Rarely,Pass
88,78,Stat,28,Rare,Junior,Always,Fail
71,29,Polsci,84,Always,Sophomore,Rarely,Fail
92,84,Cs,71,Always,Sophomore,Rarely,Fail
76,50,Polsci,94,Rare,Sophomore,Always,Pass
68,1,Polsci,26,Rare,Senior,Always,Fail
86,41,Stat,34,Always,Junior,Always,Fail
37,58,Stat,68,Always,Junior,Always,Fail
68,53,Stat,16,Always,Sophomore,Rarely,Fail
35,75,Comm,43,Always,Senior,Always,Pass
21,91,Cs,61,Always,Junior,Always,Pass
95,49,Stat,27,Rare,Junior,Rarely,Fail
37,32,Polsci,59,Rare,Senior,Always,Fail
92,88,Cs,15,Rare,Senior,Rarely,Pass
85,96,Comm,14,Rare,Sophomore,Rarely,Fail
90,63,Cs,90,Always,Junior,Rarely,Fail
85,50,Comm,69,Always,Junior,Always,Pass
43,41,Cs,94,Rare,Junior,Always,Fail
75,9,Comm,13,Always,Senior,Rarely,Fail
51,2,Stat,53,Rare,Junior,Always,Fail
23,99,Stat,86,Rare,Junior,Rarely,Pass
46,63,Polsci,87,Always,Sophomore,Always,Pass
12,44,Stat,93,Rare,Sophomore,Always,Pass
1,87,Comm,17,Always,Freshman,Always,Pass
55,90,Stat,45,Always,Freshman,Rarely,Pass
15,1,Comm,20,Always,Freshman,Rarely,Fail
38,69,Comm,88,Rare,Junior,Always,Pass
82,73,Stat,52,Always,Freshman,Always,Pass
56,93,Stat,100,Always,Freshman,Always,Pass
62,52,Polsci,39,Always,Junior,Always,Pass
27,30,Cs,63,Rare,Freshman,Always,Fail
56,93,Polsci,30,Rare,Senior,Rarely,Pass
31,91,Polsci,14,Rare,Junior,Rarely,Fail
3,27,Stat,7,Always,Junior,Rarely,Fail
5,73,Comm,20,Always,Senior,Always,Fail
12,23,Cs,14,Always,Sophomore,Always,Fail
71,73,Stat,97,Rare,Sophomore,Always,Fail
37,1,Polsci,2,Always,Senior,Rarely,Pass
33,32,Comm,88,Rare,Senior,Rarely,Pass
29,92,Comm,73,Always,Junior,Rarely,Fail
80,25,Stat,99,Always,Sophomore,Rarely,Fail
53,65,Comm,60,Rare,Sophomore,Rarely,Pass
77,74,Polsci,77,Rare,Senior,Rarely,Pass
95,14,Polsci,11,Always,Freshman,Always,Pass
94,4,Cs,9,Always,Senior,Always,Fail
33,58,Comm,58,Rare,Sophomore,Always,Pass
12,55,Comm,95,Always,Junior,Rarely,Fail
44,44,Polsci,100,Rare,Freshman,Always,Pass
42,5,Comm,43,Always,Senior,Rarely,Fail
77,49,Stat,33,Rare,Sophomore,Rarely,Fail
43,83,Polsci,14,Always,Junior,Rarely,Pass
59,40,Cs,90,Rare,Sophomore,Always,Pass
66,33,Stat,84,Rare,Junior,Rarely,Fail
43,94,Cs,54,Rare,Sophomore,Rarely,Pass
71,22,Polsci,22,Rare,Junior,Always,Fail
93,13,Polsci,45,Rare,Freshman,Rarely,Fail
92,78,Stat,37,Always,Sophomore,Rarely,Fail
86,50,Comm,64,Rare,Senior,Rarely,Pass
90,76,Comm,94,Rare,Sophomore,Rarely,Pass
11,48,Polsci,16,Always,Sophomore,Always,Pass
55,71,Comm,68,Always,Sophomore,Rarely,Pass
55,86,Comm,90,Rare,Senior,Rarely,Pass
83,80,Comm,66,Rare,Freshman,Rarely,Pass
2,77,Cs,9,Rare,Sophomore,Always,Pass
7,14,Polsci,46,Always,Senior,Always,Fail
96,2,Polsci,33,Always,Sophomore,Always,Pass
42,71,Polsci,20,Rare,Sophomore,Rarely,Fail
89,62,Comm,30,Rare,Freshman,Always,Pass
58,83,Cs,44,Rare,Junior,Rarely,Pass
31,94,Comm,33,Rare,Senior,Rarely,Pass
10,19,Polsci,86,Rare,Freshman,Always,Pass
68,73,Stat,62,Rare,Senior,Rarely,Fail
76,8,Comm,92,Rare,Sophomore,Always,Pass
100,63,Cs,34,Rare,Junior,Always,Fail
21,34,Polsci,12,Rare,Senior,Always,Fail
100,9,Stat,90,Always,Sophomore,Always,Fail
96,59,Comm,60,Always,Freshman,Always,Pass
7,16,Stat,36,Rare,Senior,Always,Fail
69,57,Polsci,85,Rare,Sophomore,Always,Pass
0,21,Comm,49,Always,Junior,Always,Pass
81,46,Comm,5,Always,Senior,Rarely,Fail
56,98,Comm,95,Always,Senior,Rarely,Pass
81,47,Stat,88,Rare,Junior,Rarely,Pass
50,79,Polsci,73,Always,Freshman,Always,Pass
34,13,Comm,59,Rare,Freshman,Always,Fail
49,24,Cs,25,Always,Senior,Always,Fail
65,14,Polsci,48,Always,Freshman,Always,Pass
75,75,Comm,85,Rare,Freshman,Rarely,Pass
43,8,Comm,65,Always,Senior,Always,Pass
29,100,Comm,26,Rare,Freshman,Always,Fail
77,82,Polsci,87,Always,Sophomore,Always,Fail
28,72,Comm,23,Always,Freshman,Rarely,Fail
96,83,Comm,10,Always,Sophomore,Rarely,Fail
71,32,Comm,92,Always,Freshman,Always,Pass
6,93,Comm,46,Always,Senior,Rarely,Pass
88,54,Polsci,87,Rare,Senior,Rarely,Pass
47,31,Comm,47,Always,Senior,Rarely,Pass
34,91,Polsci,61,Always,Junior,Always,Pass
39,96,Stat,58,Rare,Junior,Rarely,Pass
17,64,Stat,5,Rare,Senior,Always,Fail
20,37,Cs,56,Always,Sophomore,Always,Fail
44,47,Cs,29,Rare,Freshman,Always,Fail
29,14,Polsci,96,Rare,Freshman,Always,Pass
78,28,Stat,71,Always,Senior,Always,Fail
8,15,Comm,96,Always,Freshman,Always,Pass
75,8,Stat,64,Always,Senior,Always,Fail
3,94,Cs,85,Rare,Senior,Always,Pass
42,80,Stat,90,Always,Junior,Always,Fail
26,96,Polsci,38,Always,Sophomore,Always,Fail
99,98,Comm,26,Always,Junior,Always,Pass
1,38,Stat,21,Always,Freshman,Always,Fail
68,83,Polsci,74,Always,Junior,Always,Pass
43,80,Comm,70,Always,Freshman,Always,Pass
23,82,Comm,85,Always,Senior,Always,Pass
49,63,Polsci,78,Always,Freshman,Rarely,Pass
98,28,Comm,3,Always,Freshman,Rarely,Fail
66,59,Polsci,80,Always,Senior,Always,Pass
81,15,Cs,11,Always,Sophomore,Always,Fail
79,65,Stat,66,Rare,Senior,Always,Pass
9,81,Stat,56,Rare,Junior,Always,Pass
24,0,Comm,99,Rare,Freshman,Always,Pass
3,3,Comm,87,Always,Senior,Rarely,Pass
21,43,Polsci,74,Always,Junior,Rarely,Pass
21,51,Stat,97,Rare,Sophomore,Rarely,Fail
27,61,Cs,88,Always,Sophomore,Always,Pass
96,54,Cs,34,Always,Junior,Always,Fail
77,61,Comm,48,Rare,Junior,Rarely,Pass
12,96,Cs,17,Rare,Junior,Rarely,Pass
74,93,Stat,28,Always,Freshman,Always,Pass
86,56,Cs,15,Rare,Senior,Always,Fail
20,56,Cs,29,Rare,Freshman,Rarely,Fail
69,65,Comm,49,Rare,Freshman,Always,Pass
90,50,Cs,100,Rare,Senior,Always,Fail
61,94,Polsci,71,Rare,Junior,Always,Fail
58,20,Cs,55,Always,Sophomore,Always,Fail
79,61,Comm,47,Always,Senior,Rarely,Pass
24,48,Polsci,10,Always,Freshman,Rarely,Pass
23,67,Comm,72,Always,Junior,Always,Pass
36,45,Comm,85,Always,Junior,Always,Pass
95,83,Stat,90,Rare,Junior,Always,Fail
18,17,Stat,96,Rare,Junior,Rarely,Fail
68,55,Cs,8,Always,Senior,Always,Fail
26,98,Comm,38,Rare,Senior,Always,Pass
78,89,Comm,56,Rare,Sophomore,Always,Pass
35,68,Stat,75,Rare,Junior,Always,Fail
87,85,Comm,22,Always,Junior,Rarely,Fail
100,5,Comm,14,Rare,Sophomore,Always,Fail
83,52,Comm,14,Rare,Sophomore,Always,Pass
48,13,Cs,46,Always,Senior,Rarely,Fail
77,8,Comm,0,Always,Freshman,Rarely,Fail
87,86,Polsci,2,Rare,Sophomore,Rarely,Fail
0,27,Cs,13,Always,Sophomore,Always,Fail
58,63,Comm,91,Always,Junior,Always,Pass
59,9,Stat,28,Always,Senior,Rarely,Fail
56,73,Cs,22,Always,Sophomore,Rarely,Pass
92,43,Polsci,24,Rare,Junior,Rarely,Fail
15,33,Polsci,88,Always,Junior,Rarely,Pass
95,87,Cs,20,Rare,Freshman,Always,Pass
87,98,Cs,80,Rare,Sophomore,Always,Pass
36,70,Stat,74,Rare,Freshman,Rarely,Fail
40,33,Cs,93,Rare,Freshman,Rarely,Fail
23,40,Cs,10,Rare,Junior,Always,Fail
83,87,Cs,82,Rare,Sophomore,Rarely,Fail
87,74,Comm,11,Always,Junior,Rarely,Fail
70,3,Cs,53,Rare,Freshman,Rarely,Fail
50,19,Cs,64,Rare,Senior,Always,Fail
10,94,Polsci,97,Always,Sophomore,Always,Pass
37,73,Stat,0,Always,Sophomore,Always,Fail
11,34,Comm,16,Always,Senior,Rarely,Fail
78,38,Stat,85,Always,Sophomore,Rarely,Fail
75,15,Cs,90,Rare,Junior,Always,Fail
59,78,Cs,60,Always,Freshman,Rarely,Pass
12,98,Stat,73,Rare,Freshman,Rarely,Pass
70,33,Polsci,25,Rare,Sophomore,Rarely,Fail
1,92,Polsci,85,Rare,Junior,Always,Fail
27,84,Stat,75,Always,Junior,Always,Fail
42,98,Stat,83,Always,Junior,Always,Pass
61,49,Cs,84,Rare,Senior,Always,Fail
39,47,Polsci,1,Rare,Junior,Always,Fail
62,53,Polsci,72,Rare,Senior,Always,Pass
2,48,Comm,59,Rare,Freshman,Always,Pass
96,87,Polsci,98,Always,Senior,Always,Pass
76,54,Cs,13,Always,Sophomore,Always,Fail
72,53,Cs,29,Always,Freshman,Always,Fail
37,72,Comm,51,Always,Junior,Always,Pass
71,88,Polsci,49,Always,Freshman,Rarely,Pass
4,4,Stat,64,Rare,Senior,Always,Fail
2,31,Stat,16,Rare,Freshman,Rarely,Fail
85,40,Comm,63,Always,Freshman,Always,Fail
49,55,Comm,16,Rare,Sophomore,Always,Pass
16,85,Comm,68,Rare,Freshman,Rarely,Fail
17,82,Stat,24,Always,Sophomore,Rarely,Fail
11,96,Polsci,38,Rare,Freshman,Rarely,Fail
11,48,Cs,55,Rare,Sophomore,Always,Fail
12,1,Cs,24,Always,Senior,Rarely,Fail
50,36,Polsci,77,Rare,Freshman,Rarely,Pass
72,68,Polsci,95,Always,Freshman,Always,Fail
80,15,Cs,15,Rare,Freshman,Rarely,Fail
38,23,Cs,28,Rare,Freshman,Always,Fail
74,57,Polsci,46,Always,Sophomore,Always,Fail
47,36,Stat,45,Rare,Sophomore,Rarely,Fail
60,32,Comm,36,Rare,Sophomore,Always,Pass
99,87,Cs,81,Always,Senior,Always,Fail
0,43,Cs,58,Rare,Freshman,Rarely,Fail
77,57,Polsci,44,Always,Junior,Rarely,Pass
9,12,Cs,53,Always,Junior,Always,Fail
23,0,Cs,3,Rare,Freshman,Always,Fail
3,89,Comm,6,Rare,Senior,Always,Pass
75,75,Stat,9,Rare,Senior,Always,Fail
85,53,Polsci,94,Always,Senior,Rarely,Pass
81,86,Stat,57,Always,Junior,Rarely,Pass
82,22,Comm,4,Always,Junior,Always,Pass
49,54,Cs,22,Always,Sophomore,Rarely,Fail
72,4,Cs,33,Always,Junior,Rarely,Fail
44,55,Polsci,70,Rare,Senior,Always,Pass
72,82,Stat,46,Rare,Senior,Always,Pass
98,6,Comm,51,Always,Senior,Rarely,Pass
77,50,Comm,60,Rare,Freshman,Always,Pass
46,83,Cs,33,Always,Freshman,Rarely,Fail
51,10,Cs,39,Rare,Junior,Always,Fail
53,0,Polsci,45,Rare,Freshman,Always,Fail
21,36,Cs,60,Always,Freshman,Always,Fail
52,21,Cs,50,Always,Senior,Always,Fail
54,40,Stat,27,Rare,Junior,Always,Fail
89,70,Comm,76,Rare,Sophomore,Always,Pass
54,59,Comm,47,Rare,Sophomore,Rarely,Pass
56,26,Stat,28,Rare,Junior,Rarely,Fail
43,88,Stat,18,Rare,Freshman,Rarely,Pass
16,9,Stat,31,Always,Junior,Rarely,Fail
16,53,Stat,20,Rare,Senior,Rarely,Fail
64,96,Cs,45,Always,Senior,Always,Pass
73,79,Comm,88,Rare,Sophomore,Always,Pass
91,18,Stat,67,Rare,Sophomore,Always,Fail
44,72,Stat,1,Always,Sophomore,Always,Fail
1,24,Polsci,24,Rare,Freshman,Rarely,Fail
68,54,Cs,63,Always,Senior,Always,Fail
12,24,Comm,80,Always,Sophomore,Always,Pass
15,45,Comm,23,Rare,Junior,Always,Pass
4,59,Comm,55,Rare,Freshman,Rarely,Fail
100,77,Comm,23,Always,Freshman,Always,Pass
39,85,Stat,97,Always,Senior,Rarely,Fail
38,9,Polsci,79,Rare,Freshman,Rarely,Fail
96,62,Stat,2,Always,Freshman,Always,Fail
61,52,Polsci,57,Rare,Junior,Rarely,Pass
25,11,Cs,49,Rare,Junior,Always,Fail
23,74,Comm,36,Rare,Junior,Always,Pass
14,49,Stat,50,Rare,Senior,Rarely,Fail
100,10,Comm,46,Rare,Freshman,Rarely,Fail
46,73,Cs,25,Always,Sophomore,Rarely,Fail
33,18,Polsci,8,Always,Junior,Always,Pass
1,92,Stat,12,Always,Senior,Always,Pass
16,100,Polsci,32,Always,Freshman,Rarely,Pass
40,62,Cs,88,Always,Junior,Always,Fail
32,38,Polsci,18,Rare,Junior,Always,Fail
79,70,Stat,27,Rare,Senior,Always,Fail
24,17,Cs,49,Always,Senior,Always,Fail
14,75,Comm,61,Rare,Senior,Rarely,Pass
77,34,Comm,86,Always,Senior,Rarely,Pass
62,67,Cs,80,Rare,Freshman,Always,Fail
57,95,Polsci,42,Rare,Freshman,Always,Pass
64,18,Comm,47,Rare,Junior,Rarely,Fail
98,9,Cs,69,Always,Senior,Always,Fail
94,93,Stat,12,Rare,Sophomore,Rarely,Pass
20,68,Polsci,74,Always,Senior,Rarely,Pass
79,37,Comm,66,Rare,Junior,Rarely,Pass
70,49,Polsci,44,Always,Freshman,Rarely,Pass
20,99,Cs,94,Always,Junior,Always,Pass
38,26,Stat,9,Always,Freshman,Rarely,Fail
9,42,Comm,100,Always,Senior,Always,Pass
94,53,Cs,32,Always,Sophomore,Always,Fail
55,27,Polsci,23,Always,Freshman,Rarely,Pass
7,26,Cs,45,Rare,Sophomore,Rarely,Fail
33,67,Stat,27,Always,Freshman,Rarely,Fail
71,21,Stat,78,Rare,Freshman,Always,Fail
41,11,Comm,12,Always,Senior,Rarely,Fail
63,34,Comm,69,Rare,Freshman,Rarely,Pass
21,71,Comm,60,Rare,Sophomore,Rarely,Pass
96,64,Cs,81,Always,Sophomore,Always,Pass
54,72,Cs,43,Rare,Senior,Rarely,Fail
44,98,Stat,50,Rare,Junior,Rarely,Fail
68,21,Cs,67,Always,Freshman,Always,Fail
12,75,Comm,93,Always,Junior,Always,Pass
33,9,Cs,84,Rare,Junior,Rarely,Fail
71,75,Cs,13,Rare,Junior,Rarely,Fail
72,69,Cs,9,Rare,Junior,Always,Fail
25,49,Stat,23,Always,Junior,Rarely,Fail
24,2,Cs,62,Rare,Junior,Always,Fail
100,30,Cs,68,Always,Sophomore,Always,Fail
77,31,Cs,32,Rare,Freshman,Always,Fail
49,67,Comm,84,Always,Freshman,Rarely,Pass
72,10,Stat,26,Rare,Sophomore,Rarely,Fail
57,0,Stat,82,Always,Senior,Always,Fail
15,18,Polsci,60,Rare,Freshman,Rarely,Fail
61,71,Stat,58,Rare,Freshman,Always,Pass
28,32,Polsci,38,Rare,Senior,Always,Fail
73,64,Comm,82,Always,Sophomore,Always,Pass
81,46,Stat,33,Always,Sophomore,Rarely,Fail
78,12,Stat,14,Always,Junior,Rarely,Fail
42,27,Comm,15,Rare,Senior,Rarely,Fail
25,17,Stat,93,Always,Freshman,Rarely,Fail
63,19,Comm,89,Always,Senior,Always,Pass
4,21,Cs,3,Always,Freshman,Rarely,Fail
6,79,Comm,49,Rare,Sophomore,Always,Pass
43,41,Cs,9,Rare,Sophomore,Rarely,Fail
63,69,Cs,84,Rare,Sophomore,Rarely,Pass
92,38,Comm,87,Always,Freshman,Always,Pass
69,44,Cs,75,Rare,Freshman,Rarely,Fail
47,40,Stat,26,Rare,Senior,Rarely,Fail
27,69,Polsci,44,Always,Freshman,Always,Pass
20,29,Cs,24,Always,Freshman,Rarely,Fail
33,15,Cs,69,Rare,Junior,Rarely,Fail
78,6,Polsci,86,Rare,Junior,Always,Fail
45,13,Comm,52,Always,Senior,Rarely,Fail
84,82,Cs,27,Always,Freshman,Rarely,Pass
80,58,Polsci,9,Rare,Freshman,Always,Fail
4,56,Comm,100,Rare,Sophomore,Rarely,Fail
59,43,Polsci,12,Always,Junior,Rarely,Pass
80,35,Stat,59,Rare,Junior,Always,Fail
22,17,Stat,54,Rare,Junior,Always,Fail
26,60,Stat,29,Always,Freshman,Rarely,Fail
97,85,Polsci,32,Always,Junior,Always,Pass
3,80,Comm,45,Rare,Sophomore,Rarely,Pass
34,24,Comm,46,Rare,Senior,Rarely,Pass
19,43,Comm,66,Rare,Senior,Always,Pass
38,83,Comm,64,Always,Junior,Rarely,Pass
20,31,Cs,19,Rare,Freshman,Rarely,Fail
3,0,Cs,17,Always,Junior,Always,Fail
54,81,Comm,99,Rare,Freshman,Rarely,Pass
2,61,Polsci,3,Rare,Freshman,Always,Fail
53,97,Polsci,54,Always,Freshman,Rarely,Fail
4,81,Cs,22,Always,Sophomore,Always,Fail
91,56,Polsci,87,Rare,Sophomore,Rarely,Pass
38,49,Stat,54,Rare,Sophomore,Rarely,Fail
36,25,Polsci,70,Always,Junior,Always,Pass
0,8,Polsci,78,Always,Senior,Rarely,Pass
43,21,Comm,76,Always,Junior,Rarely,Pass
26,83,Cs,38,Always,Freshman,Always,Pass
86,88,Polsci,32,Always,Sophomore,Always,Fail
37,30,Polsci,38,Rare,Freshman,Always,Fail
13,91,Comm,92,Rare,Freshman,Always,Pass
18,28,Stat,38,Always,Sophomore,Rarely,Fail
66,34,Comm,57,Rare,Junior,Always,Pass
100,45,Polsci,18,Rare,Senior,Rarely,Fail
93,32,Comm,0,Rare,Senior,Always,Pass
21,14,Cs,4,Always,Junior,Always,Fail
29,63,Stat,72,Always,Sophomore,Rarely,Pass
39,26,Polsci,75,Rare,Sophomore,Always,Pass
64,97,Polsci,6,Rare,Sophomore,Always,Pass
11,8,Comm,19,Always,Freshman,Rarely,Fail
91,57,Comm,53,Rare,Senior,Rarely,Pass
54,54,Comm,9,Rare,Freshman,Rarely,Fail
83,94,Polsci,62,Always,Freshman,Always,Pass
88,6,Cs,27,Always,Sophomore,Rarely,Fail
10,19,Polsci,67,Always,Junior,Always,Pass
22,46,Comm,5,Always,Senior,Rarely,Fail
64,53,Cs,82,Rare,Junior,Rarely,Fail
16,68,Stat,50,Rare,Sophomore,Always,Fail
36,11,Comm,32,Rare,Freshman,Rarely,Fail
59,88,Polsci,37,Always,Junior,Always,Pass
37,77,Stat,92,Rare,Freshman,Always,Fail
1,44,Stat,0,Rare,Junior,Rarely,Fail
12,54,Comm,76,Always,Junior,Rarely,Pass
55,77,Stat,58,Always,Senior,Rarely,Fail
7,30,Cs,16,Rare,Junior,Rarely,Fail
14,99,Cs,5,Rare,Freshman,Rarely,Pass
90,69,Polsci,11,Rare,Sophomore,Rarely,Fail
93,94,Comm,2,Always,Sophomore,Always,Fail
45,98,Stat,4,Rare,Junior,Rarely,Fail
11,91,Stat,39,Always,Sophomore,Rarely,Fail
56,24,Cs,7,Rare,Senior,Rarely,Fail
89,56,Polsci,3,Always,Freshman,Rarely,Pass
33,71,Cs,51,Rare,Sophomore,Rarely,Pass
50,1,Polsci,36,Always,Sophomore,Always,Pass
47,7,Polsci,50,Always,Junior,Always,Pass
26,25,Stat,75,Rare,Freshman,Rarely,Fail
87,62,Comm,38,Rare,Junior,Always,Pass
64,75,Comm,93,Rare,Freshman,Rarely,Pass
50,30,Cs,44,Rare,Freshman,Rarely,Fail
93,3,Comm,59,Always,Freshman,Always,Pass
56,76,Comm,55,Always,Sophomore,Always,Pass
18,37,Comm,39,Always,Junior,Always,Fail
97,92,Comm,53,Rare,Sophomore,Rarely,Pass
82,81,Stat,16,Rare,Senior,Always,Fail
97,97,Stat,11,Rare,Junior,Always,Pass
43,4,Comm,77,Rare,Freshman,Rarely,Pass
49,97,Comm,71,Always,Senior,Always,Pass
27,91,Polsci,62,Always,Senior,Rarely,Pass
62,63,Comm,13,Always,Sophomore,Always,Pass
93,51,Polsci,8,Rare,Freshman,Rarely,Fail
79,61,Comm,0,Rare,Junior,Rarely,Fail
82,47,Stat,45,Always,Junior,Rarely,Fail
21,48,Cs,81,Always,Freshman,Always,Fail
34,35,Cs,46,Rare,Junior,Rarely,Fail
90,14,Stat,30,Always,Sophomore,Rarely,Fail
29,95,Comm,48,Rare,Senior,Always,Pass
34,21,Comm,43,Always,Junior,Always,Pass
76,93,Comm,14,Always,Freshman,Always,Pass
9,82,Polsci,3,Rare,Junior,Rarely,Fail
63,8,Polsci,66,Always,Senior,Rarely,Pass
98,91,Comm,35,Rare,Sophomore,Always,Pass
94,60,Comm,59,Rare,Sophomore,Rarely,Pass
78,38,Polsci,12,Rare,Senior,Rarely,Fail
42,97,Cs,87,Rare,Senior,Always,Pass
37,99,Comm,38,Always,Senior,Rarely,Pass
90,57,Cs,38,Always,Senior,Always,Fail
61,94,Comm,12,Rare,Sophomore,Rarely,Fail
59,28,Cs,60,Rare,Senior,Always,Fail
32,31,Comm,72,Always,Sophomore,Rarely,Pass
59,52,Comm,26,Always,Freshman,Always,Pass
6,65,Cs,59,Always,Junior,Always,Fail
82,65,Comm,64,Always,Sophomore,Rarely,Pass
24,83,Stat,93,Always,Junior,Rarely,Fail
8,26,Polsci,19,Rare,Senior,Always,Fail
36,84,Comm,89,Rare,Freshman,Always,Pass
48,56,Polsci,91,Always,Freshman,Rarely,Pass
28,17,Stat,65,Rare,Sophomore,Rarely,Fail
23,49,Comm,96,Rare,Freshman,Rarely,Pass
23,65,Cs,52,Rare,Sophomore,Always,Pass
