Connections,Education,GPA,GradYear,Earnings
84,Other,4,1938,7556
71,Business,1,1919,10009
38,Vocational,0,1905,13000
83,Business,3,1920,10308
89,Professional,3,1997,11700
96,Stem,4,2019,20400
75,Business,1,1911,10003
21,Professional,3,1998,11700
6,Business,0,1938,10007
85,Humanities,3,1910,10300
2,Professional,3,1924,11700
30,Business,3,1987,10002
40,Professional,3,1973,11700
43,Professional,2,1919,11800
56,Professional,0,1953,12000
52,Professional,3,2020,11700
53,Humanities,2,1932,10200
74,Other,2,1903,5976
20,Vocational,1,1969,13100
23,Professional,0,1968,12000
53,Professional,2,1942,11800
88,Humanities,3,1905,10300
63,Professional,0,1970,12000
17,Vocational,0,1950,13000
62,Humanities,0,1964,10000
71,Humanities,2,1997,10200
84,Professional,2,1924,11800
32,Business,2,1936,10203
66,Professional,0,1971,12000
9,Humanities,4,1961,10400
11,Stem,4,1963,20400
44,Other,4,1962,2436
97,Professional,0,1978,12000
52,Professional,4,1958,11600
7,Humanities,2,1902,10200
28,Humanities,4,1962,10400
69,Vocational,4,1947,13400
96,Stem,3,1928,20300
90,Professional,2,1991,11800
76,Professional,3,1994,11700
89,Other,3,1993,8421
28,Business,1,2016,10104
54,Humanities,4,1985,10400
73,Humanities,2,2008,20200
49,Other,1,1934,2901
67,Business,0,1945,10003
74,Humanities,2,1925,10200
33,Vocational,0,1997,13000
45,Professional,3,1981,11700
85,Stem,0,1925,10000
2,Humanities,1,1989,10100
93,Business,0,1938,10003
94,Other,1,1916,9336
90,Professional,3,1931,11700
55,Humanities,2,1916,10200
33,Humanities,2,1916,10200
15,Professional,0,1903,12000
71,Vocational,0,1930,13000
47,Other,4,1951,2709
56,Stem,2,1946,9800
46,Vocational,4,1940,13400
19,Professional,0,1911,12000
60,Vocational,1,1963,13100
10,Stem,2,1905,9800
49,Humanities,3,1970,10300
12,Humanities,4,1911,10400
92,Business,4,2007,10005
74,Stem,1,1949,9900
58,Professional,4,1989,11600
76,Professional,2,1904,11800
6,Business,3,2001,10005
25,Humanities,1,2019,20100
41,Other,1,1993,2181
98,Vocational,1,1982,13100
6,Business,2,1989,10005
13,Business,4,1917,10003
46,Stem,0,1918,10000
25,Stem,3,2010,20300
27,Humanities,2,1932,10200
48,Vocational,1,1936,13100
72,Other,3,1935,5684
50,Stem,0,1923,10000
33,Professional,0,1993,12000
75,Stem,2,1985,9800
25,Business,2,1999,10008
29,Vocational,4,1953,13400
40,Business,0,1986,10007
96,Business,0,1949,10005
1,Other,3,2016,501
70,Humanities,3,1908,10300
83,Vocational,1,1905,13100
90,Business,0,1938,10005
15,Stem,2,1902,9800
35,Humanities,4,1917,10400
41,Vocational,4,2005,13400
50,Vocational,4,2006,13400
63,Professional,3,2016,11700
93,Vocational,2,2017,13200
1,Vocational,3,1947,12700
4,Professional,4,1948,11600
62,Humanities,1,2017,20100
70,Stem,1,1963,9900
80,Other,3,1958,6900
41,Business,2,1925,10004
39,Vocational,4,1922,13400
27,Other,0,1928,1229
47,Vocational,0,1997,13000
21,Other,4,1907,941
11,Stem,1,1997,9900
95,Stem,3,1987,20300
86,Other,1,1916,7896
24,Humanities,1,1921,10100
40,Vocational,2,1922,13200
68,Humanities,4,1984,10400
48,Vocational,2,1941,13200
83,Professional,4,1905,11600
99,Business,1,1965,10006
92,Other,4,1963,8964
4,Business,2,2020,10204
22,Stem,2,2001,9800
5,Humanities,3,1983,10300
29,Vocational,1,2014,13100
82,Humanities,0,1926,10000
5,Vocational,1,1939,13100
23,Other,2,1915,1029
52,Humanities,4,1998,10400
33,Professional,0,1975,12000
99,Other,2,2004,10301
20,Other,1,1978,900
29,Professional,1,1960,11900
77,Humanities,1,1931,10100
27,Stem,1,1949,9900
20,Business,0,1936,10009
19,Business,3,1969,10002
55,Business,1,2015,10008
99,Vocational,0,1917,13000
96,Professional,0,1945,12000
41,Vocational,1,1979,13100
76,Business,1,2006,10108
13,Business,1,1987,10004
62,Business,2,1957,10008
58,Other,4,2014,3864
56,Stem,2,1996,9800
66,Humanities,4,2000,20400
65,Humanities,3,1982,10300
62,Stem,2,1918,9800
25,Other,0,2002,1125
10,Stem,1,1984,9900
86,Vocational,2,1953,13200
41,Humanities,1,1957,10100
31,Vocational,4,2009,13400
7,Professional,4,1993,11600
56,Humanities,0,1904,10000
3,Professional,3,1912,11700
15,Business,2,2020,10206
25,Professional,0,1958,12000
80,Business,1,1991,10007
50,Professional,0,1919,12000
15,Humanities,3,1984,10300
48,Business,4,2003,10003
35,Professional,1,1934,11900
5,Vocational,4,2011,13400
83,Stem,4,1949,20400
33,Business,2,2008,10202
53,Vocational,3,1967,13300
7,Stem,3,1930,20300
37,Professional,4,2015,11600
3,Stem,4,1952,20400
13,Vocational,2,1943,13200
6,Vocational,3,1962,13300
68,Stem,2,1905,9800
0,Vocational,2,2020,12800
78,Professional,1,1947,11900
12,Professional,3,1970,11700
93,Stem,0,1939,10000
20,Stem,3,1935,20300
98,Professional,0,1970,12000
87,Stem,0,1937,10000
68,Professional,1,1994,11900
57,Business,3,1958,10302
62,Professional,3,2009,11700
0,Humanities,0,2017,20000
50,Vocational,1,2016,13100
10,Other,4,1907,600
86,Other,4,1990,7896
33,Business,3,1972,10302
20,Professional,1,1988,11900
64,Vocational,3,1965,13300
79,Vocational,3,1909,13300
28,Vocational,0,2007,13000
51,Humanities,0,1994,10000
88,Other,1,1990,8244
1,Business,0,1989,10005
33,Humanities,1,1995,10100
31,Other,0,1928,1461
58,Business,2,1929,10004
32,Stem,2,2017,9800
82,Vocational,0,1904,13000
13,Professional,4,1938,11600
49,Other,0,1983,2901
26,Business,1,1922,10104
78,Vocational,1,1948,13100
67,Business,4,1995,10006
4,Other,1,1977,516
74,Vocational,0,2006,13000
69,Professional,2,1907,11800
14,Other,4,1981,696
85,Vocational,0,2000,13000
60,Stem,2,1952,9800
37,Business,0,2006,10009
7,Other,4,2008,549
98,Professional,0,1993,12000
10,Vocational,3,1970,13300
93,Stem,0,1904,10000
67,Other,0,1903,4989
70,Other,3,1977,5400
97,Vocational,1,1924,13100
93,Vocational,3,1927,13300
30,Humanities,3,1906,10300
27,Professional,2,1906,11800
38,Professional,0,2010,12000
83,Professional,2,1934,11800
77,Business,3,1934,10309
51,Humanities,1,1996,10100
8,Humanities,2,1953,10200
36,Professional,3,1951,11700
59,Humanities,1,1901,10100
83,Vocational,2,1983,13200
96,Business,1,1981,10008
97,Vocational,1,1992,13100
34,Humanities,2,1991,10200
67,Humanities,4,1930,10400
63,Business,3,1955,10006
48,Humanities,1,1906,10100
10,Humanities,1,2003,20100
24,Business,0,1964,10005
8,Professional,2,2014,11800
92,Professional,0,1939,12000
90,Business,4,1977,10003
69,Humanities,4,1911,10400
16,Vocational,3,1980,13300
33,Humanities,1,1937,10100
14,Other,2,1920,696
47,Stem,2,1927,9800
45,Professional,2,1936,11800
8,Professional,1,2015,11900
73,Business,2,1994,10206
44,Humanities,4,1996,10400
88,Stem,1,1972,9900
36,Business,4,2011,10009
51,Humanities,1,1936,10100
7,Humanities,0,1920,10000
27,Business,3,1971,10006
60,Humanities,3,1920,10300
87,Stem,2,1926,9800
38,Business,3,1936,10303
46,Other,4,2012,2616
21,Other,4,1913,941
47,Business,0,1941,10003
57,Professional,1,1928,11900
71,Stem,2,1988,9800
15,Business,0,1959,10007
37,Other,1,1948,1869
99,Business,1,1994,10102
19,Humanities,2,1906,10200
88,Vocational,0,2005,13000
19,Other,4,1924,861
57,Stem,2,1955,9800
83,Business,1,1956,10104
40,Business,3,1961,10003
44,Humanities,0,1921,10000
68,Humanities,2,1973,10200
50,Vocational,3,1921,13300
53,Stem,2,1920,9800
28,Other,3,1998,1284
13,Professional,2,2005,11800
32,Vocational,0,1961,13000
72,Stem,1,1980,9900
64,Other,3,2013,4596
6,Stem,4,1903,20400
35,Business,3,1978,10303
78,Humanities,0,1946,10000
40,Stem,4,1972,20400
84,Other,0,1994,7556
2,Other,1,1979,504
72,Humanities,0,1920,10000
45,Stem,0,2020,10000
87,Vocational,0,2013,13000
63,Other,2,2014,4469
65,Business,0,1977,10009
86,Other,4,1988,7896
79,Stem,2,1971,9800
50,Business,1,1985,10002
54,Stem,3,1938,20300
82,Humanities,4,1961,10400
27,Professional,0,1906,12000
34,Vocational,3,2012,13300
46,Other,0,1995,2616
19,Vocational,1,1903,13100
10,Vocational,2,1997,13200
79,Humanities,2,1937,10200
35,Business,0,1933,10006
25,Stem,0,1995,10000
14,Vocational,2,1946,13200
77,Vocational,0,1952,13000
32,Other,4,1931,1524
54,Other,1,1970,3416
11,Vocational,1,2014,13100
57,Other,0,1911,3749
10,Vocational,1,1905,13100
54,Professional,2,1938,11800
62,Professional,4,1939,11600
25,Stem,0,2008,10000
29,Stem,2,1997,9800
82,Other,2,2015,7224
39,Humanities,3,1985,10300
69,Stem,1,1917,9900
46,Stem,0,1995,10000
23,Humanities,1,1954,10100
17,Stem,3,1906,20300
15,Vocational,3,2019,13300
50,Humanities,2,1993,10200
27,Professional,4,2004,11600
65,Business,4,1974,10408
7,Stem,1,1961,9900
70,Humanities,4,1968,10400
39,Vocational,0,1933,13000
33,Humanities,4,1954,10400
81,Vocational,4,1932,13400
44,Other,2,2013,2436
56,Business,4,2006,10407
34,Professional,4,1909,11600
2,Stem,3,1983,20300
11,Professional,4,1926,11600
19,Stem,2,1928,9800
9,Humanities,1,2019,20100
40,Vocational,0,1985,13000
99,Professional,1,2005,11900
22,Professional,4,1973,11600
14,Business,0,1955,10003
81,Stem,3,1920,20300
81,Professional,3,2010,11700
40,Stem,1,1999,9900
6,Humanities,3,2000,20300
79,Humanities,3,1933,10300
26,Humanities,0,1935,10000
8,Business,2,1921,10009
90,Other,3,1995,8600
82,Business,1,2006,10102
60,Other,3,2015,4100
81,Vocational,3,1919,13300
68,Stem,1,1988,9900
84,Professional,2,1979,11800
67,Business,1,1939,10002
58,Business,3,1963,10009
30,Other,0,1947,1400
19,Other,3,1910,861
43,Vocational,2,1963,13200
13,Other,4,2014,669
75,Humanities,0,1967,10000
82,Professional,1,1949,11900
63,Humanities,2,1910,10200
58,Vocational,0,1933,13000
67,Professional,0,1902,12000
46,Business,0,1994,10005
63,Stem,1,1901,9900
98,Humanities,2,1982,10200
17,Humanities,3,1998,10300
25,Other,3,1979,1125
13,Other,2,1944,669
41,Humanities,1,1926,10100
45,Stem,1,1962,9900
85,Other,1,2014,7725
19,Stem,4,1961,20400
47,Stem,4,1915,20400
57,Other,1,1978,3749
63,Professional,4,2017,11600
50,Stem,2,1940,9800
17,Vocational,3,1908,13300
80,Professional,3,1920,11700
36,Business,3,1952,10302
18,Vocational,3,1995,13300
90,Business,4,1991,10002
24,Professional,2,2016,11800
16,Other,4,1909,756
51,Business,4,1935,10002
49,Business,1,1907,10006
10,Vocational,3,2014,13300
30,Professional,4,2002,11600
54,Vocational,3,2000,13300
85,Humanities,4,1968,10400
24,Stem,0,2016,10000
10,Humanities,3,1976,10300
84,Professional,4,1941,11600
7,Vocational,3,1908,13300
93,Other,2,1927,9149
71,Vocational,0,2006,13000
59,Other,2,1965,3981
71,Stem,1,1931,9900
78,Stem,1,1907,9900
56,Vocational,4,1992,13400
75,Business,2,1929,10009
75,Stem,1,1936,9900
17,Stem,2,1979,9800
85,Professional,4,1957,11600
16,Vocational,1,1943,13100
27,Business,1,1936,10107
51,Stem,0,1911,10000
92,Vocational,3,1946,13300
0,Vocational,0,2020,13000
26,Other,4,1956,1176
62,Vocational,4,1923,13400
93,Stem,3,1982,20300
37,Other,4,1947,1869
56,Vocational,0,1984,13000
1,Business,0,1908,10005
74,Professional,0,1930,12000
51,Business,0,1910,10004
48,Professional,4,1944,11600
6,Humanities,0,1919,10000
31,Stem,0,1994,10000
66,Humanities,1,1924,10100
2,Other,4,1906,504
98,Professional,4,2012,11600
84,Other,1,1999,7556
40,Stem,0,1926,10000
70,Other,2,1905,5400
10,Other,0,1930,600
51,Humanities,4,1907,10400
93,Professional,2,1990,11800
57,Business,0,1957,10005
13,Humanities,4,1954,10400
38,Vocational,0,1979,13000
21,Business,0,1941,10007
57,Vocational,3,1979,13300
1,Humanities,2,1969,10200
30,Humanities,0,1999,10000
78,Professional,2,1997,11800
58,Professional,2,1972,11800
6,Other,0,1923,536
59,Stem,4,1968,20400
43,Professional,2,2017,11800
93,Humanities,2,1909,10200
68,Other,3,1965,5124
34,Stem,0,2002,10000
66,Vocational,1,2015,13100
64,Other,4,1939,4596
26,Humanities,0,1907,10000
6,Professional,2,2018,11800
18,Vocational,2,1987,13200
98,Vocational,3,1992,13300
74,Other,1,1952,5976
6,Business,0,1913,10006
33,Business,1,1973,10002
55,Professional,2,2011,11800
26,Stem,1,1943,9900
49,Other,0,1909,2901
23,Professional,1,1992,11900
52,Vocational,0,1954,13000
37,Professional,1,1947,11900
16,Other,1,1979,756
100,Business,3,1970,10307
30,Professional,0,1983,12000
66,Professional,3,1948,11700
24,Professional,4,1992,11600
72,Professional,0,1909,12000
82,Vocational,3,2014,13300
24,Professional,0,1941,12000
41,Business,0,1972,10007
84,Professional,2,1915,11800
85,Stem,1,2020,9900
14,Stem,4,2001,20400
58,Stem,1,1927,9900
82,Stem,2,1969,9800
82,Other,1,2003,7224
30,Humanities,1,1987,10100
51,Business,1,1923,10007
35,Stem,4,1909,20400
12,Business,3,1990,10306
91,Vocational,0,2018,13000
67,Humanities,1,1996,10100
60,Business,2,1902,10203
62,Professional,1,1957,11900
61,Business,4,1943,10004
3,Stem,0,2019,10000
46,Professional,4,1909,11600
13,Professional,4,2007,11600
87,Business,1,1947,10008
93,Stem,1,1993,9900
16,Vocational,4,2005,13400
27,Professional,1,2010,11900
2,Humanities,2,1914,10200
60,Other,2,1936,4100
9,Other,1,1943,581
45,Stem,2,2010,9800
97,Business,3,1971,10002
61,Humanities,0,1962,10000
13,Business,4,1967,10003
34,Professional,0,1907,12000
68,Vocational,0,2000,13000
52,Vocational,3,1953,13300
1,Stem,4,1948,20400
13,Professional,1,1965,11900
90,Humanities,3,2002,20300
86,Other,2,1995,7896
18,Professional,1,2010,11900
31,Business,4,1920,10409
34,Business,2,1964,10204
32,Professional,0,1995,12000
35,Business,0,1965,10008
20,Vocational,2,1902,13200
66,Humanities,4,1990,10400
14,Professional,3,1996,11700
59,Business,0,1986,10006
24,Business,2,1962,10204
47,Vocational,3,1967,13300
94,Humanities,1,1987,10100
79,Other,1,1967,6741
57,Vocational,3,1981,13300
47,Professional,3,1901,11700
40,Humanities,4,1988,10400
71,Other,3,1920,5541
98,Stem,3,2018,20300
45,Professional,0,1901,12000
94,Professional,3,2013,11700
18,Stem,3,1943,20300
92,Business,4,1918,10409
75,Humanities,1,1909,10100
75,Other,3,1961,6125
58,Vocational,1,1958,13100
3,Professional,0,1998,12000
1,Stem,2,2015,9800
11,Other,1,1984,621
81,Stem,1,1953,9900
76,Business,3,1966,10305
97,Vocational,0,1903,13000
28,Business,3,1913,10008
83,Business,3,1958,10305
100,Stem,3,1902,20300
35,Other,1,1972,1725
13,Stem,1,2001,9900
9,Professional,4,1989,11600
34,Humanities,0,1968,10000
43,Humanities,1,1902,10100
56,Stem,4,2007,20400
15,Professional,1,1916,11900
73,Other,0,1917,5829
27,Vocational,1,1985,13100
33,Humanities,2,1935,10200
58,Vocational,1,1991,13100
36,Business,3,1920,10305
42,Professional,2,1900,11800
58,Professional,4,1935,11600
57,Vocational,2,2004,13200
48,Humanities,2,1973,10200
22,Other,2,1943,984
7,Humanities,2,1938,10200
37,Business,4,1961,10003
24,Vocational,2,1932,13200
6,Professional,4,1947,11600
95,Business,4,1934,10409
44,Business,1,2007,10006
79,Humanities,0,1939,10000
23,Other,3,1963,1029
52,Professional,1,1949,11900
74,Other,0,1965,5976
85,Humanities,0,1966,10000
79,Other,0,2018,6741
38,Business,2,1970,10206
42,Vocational,0,1942,13000
8,Stem,1,1980,9900
4,Humanities,3,1994,10300
80,Stem,0,1960,10000
27,Stem,1,1979,9900
92,Stem,4,1905,20400
6,Stem,2,1928,9800
62,Stem,1,1995,9900
0,Business,3,1936,10304
87,Business,0,1966,10007
24,Humanities,3,1923,10300
81,Stem,4,2010,20400
42,Business,1,1995,10006
43,Stem,1,2010,9900
16,Stem,4,1941,20400
1,Other,4,1958,501
55,Humanities,3,1955,10300
59,Humanities,2,2008,20200
22,Professional,3,2020,11700
73,Vocational,1,1964,13100
77,Professional,3,1960,11700
79,Professional,0,1928,12000
24,Humanities,1,1920,10100
66,Stem,1,1917,9900
32,Stem,1,2000,9900
76,Humanities,0,2002,20000
38,Vocational,4,1959,13400
48,Stem,3,1967,20300
89,Humanities,3,1941,10300
14,Vocational,1,1973,13100
1,Vocational,1,1958,12900
44,Vocational,4,1932,13400
85,Professional,4,1956,11600
94,Business,4,1962,10405
91,Professional,0,1957,12000
64,Stem,1,1918,9900
72,Other,4,1933,5684
24,Humanities,4,2013,20400
25,Vocational,1,1973,13100
14,Other,4,1984,696
72,Professional,4,2011,11600
34,Vocational,1,1930,13100
15,Business,4,1920,10408
34,Business,1,1918,10103
97,Professional,1,1956,11900
96,Professional,1,1999,11900
88,Professional,1,1945,11900
39,Vocational,1,1938,13100
59,Other,3,1911,3981
27,Professional,2,1912,11800
79,Vocational,4,2013,13400
1,Stem,3,1935,20300
6,Other,0,2008,536
19,Business,4,1954,10407
89,Business,4,1943,10004
81,Other,2,2018,7061
47,Humanities,2,2015,20200
78,Stem,1,2015,9900
2,Professional,2,1954,11800
4,Humanities,4,1998,10400
50,Professional,1,1975,11900
65,Stem,2,1943,9800
43,Stem,1,1902,9900
55,Other,2,1952,3525
18,Humanities,1,1935,10100
97,Business,4,1942,10407
7,Professional,0,1960,12000
47,Vocational,4,2012,13400
68,Vocational,2,1913,13200
41,Professional,1,1906,11900
84,Vocational,1,1916,13100
2,Humanities,2,1920,10200
39,Professional,1,1992,11900
82,Other,0,1957,7224
10,Professional,3,1984,11700
27,Professional,3,1975,11700
59,Other,0,1992,3981
65,Humanities,0,1953,10000
9,Professional,4,1936,11600
45,Stem,2,1984,9800
52,Business,3,1976,10305
8,Stem,3,1910,20300
6,Other,2,1965,536
61,Humanities,3,2000,20300
59,Humanities,4,1935,10400
2,Vocational,4,1988,12600
97,Other,1,1955,9909
75,Professional,3,1976,11700
77,Professional,3,1932,11700
18,Stem,4,1959,20400
89,Stem,2,1992,9800
41,Vocational,2,2006,13200
68,Professional,2,1914,11800
50,Vocational,4,1933,13400
56,Humanities,4,1944,10400
39,Other,3,1946,2021
57,Business,3,1946,10303
94,Professional,3,1934,11700
75,Stem,3,1995,20300
79,Humanities,0,2001,20000
94,Business,1,1902,10104
40,Professional,3,1976,11700
21,Vocational,3,2005,13300
23,Vocational,4,1967,13400
50,Vocational,0,1993,13000
91,Stem,4,2019,20400
64,Vocational,1,1990,13100
45,Vocational,3,1937,13300
42,Humanities,4,1970,10400
48,Stem,2,1956,9800
76,Humanities,4,1984,10400
75,Humanities,0,1905,10000
4,Vocational,1,1913,12900
15,Other,0,2007,725
98,Humanities,4,2011,20400
99,Professional,4,1932,11600
41,Vocational,0,1963,13000
17,Stem,2,1975,9800
26,Vocational,4,1953,13400
79,Stem,0,2016,10000
91,Stem,0,1996,10000
50,Vocational,1,1995,13100
40,Other,3,1951,2100
91,Stem,3,1978,20300
28,Stem,1,1925,9900
42,Other,4,1960,2264
88,Vocational,2,2010,13200
69,Vocational,0,1905,13000
89,Other,0,1998,8421
57,Stem,0,1967,10000
35,Other,0,2008,1725
39,Professional,3,2007,11700
83,Business,0,1902,10003
24,Professional,4,1976,11600
36,Professional,2,2002,11800
24,Humanities,3,1925,10300
53,Stem,3,1995,20300
2,Professional,1,1919,11900
84,Other,2,1911,7556
86,Vocational,1,1989,13100
32,Business,4,1903,10009
90,Other,2,1950,8600
10,Humanities,4,1968,10400
49,Humanities,4,1977,10400
20,Stem,2,1913,9800
93,Other,4,1932,9149
41,Business,2,1994,10209
77,Professional,2,1910,11800
6,Humanities,0,2003,20000
24,Humanities,2,1969,10200
31,Business,0,1904,10007
18,Humanities,0,1977,10000
23,Business,2,1942,10203
71,Stem,4,1901,20400
18,Other,3,2008,824
77,Stem,3,1902,20300
80,Stem,2,2009,9800
28,Professional,1,2007,11900
24,Other,3,1938,1076
64,Other,3,1905,4596
31,Humanities,2,1904,10200
10,Professional,1,1934,11900
3,Stem,4,2018,20400
80,Other,0,2018,6900
60,Other,0,1974,4100
90,Business,3,1901,10005
2,Stem,0,1947,10000
60,Business,4,1994,10406
1,Other,2,2005,501
72,Professional,2,1930,11800
41,Vocational,2,2019,13200
79,Business,0,1916,10005
42,Vocational,4,2006,13400
27,Stem,2,1922,9800
29,Vocational,1,2003,13100
55,Humanities,3,1919,10300
47,Business,2,1928,10202
88,Vocational,0,2018,13000
89,Humanities,0,1937,10000
38,Humanities,0,2005,20000
72,Other,4,1992,5684
75,Vocational,4,1952,13400
35,Professional,0,1937,12000
25,Humanities,0,1945,10000
22,Vocational,2,2010,13200
96,Other,3,2019,9716
40,Humanities,2,2016,20200
91,Vocational,3,1950,13300
33,Vocational,2,1966,13200
56,Professional,0,1966,12000
64,Professional,3,1953,11700
41,Business,2,1931,10006
8,Business,2,1965,10002
59,Professional,0,2016,12000
29,Business,3,1982,10304
71,Other,2,1993,5541
32,Business,4,2000,10408
64,Stem,3,1984,20300
37,Business,2,1937,10003
48,Humanities,2,2012,20200
35,Vocational,3,1971,13300
50,Vocational,4,1913,13400
49,Stem,3,1998,20300
46,Professional,3,1993,11700
28,Other,4,2000,1284
60,Vocational,2,1965,13200
19,Stem,0,1906,10000
53,Stem,4,1918,20400
97,Other,3,1936,9909
43,Stem,3,1967,20300
81,Business,2,1924,10202
59,Humanities,3,1936,10300
36,Professional,3,1911,11700
96,Other,1,1972,9716
67,Humanities,4,1954,10400
21,Vocational,0,1972,13000
59,Professional,4,2010,11600
71,Humanities,0,1909,10000
82,Professional,3,1930,11700
61,Business,3,1900,10304
60,Vocational,1,1907,13100
12,Other,1,2001,644
92,Other,2,1998,8964
36,Stem,0,2009,10000
27,Stem,2,1996,9800
67,Business,4,1927,10003
9,Humanities,4,1984,10400
95,Vocational,4,1915,13400
35,Vocational,3,1924,13300
16,Business,3,2008,10302
31,Business,1,2011,10005
89,Humanities,2,1987,10200
24,Humanities,2,1911,10200
68,Professional,0,1930,12000
72,Humanities,1,1977,10100
31,Other,4,1926,1461
79,Business,2,1980,10208
85,Vocational,3,1981,13300
9,Stem,4,1962,20400
7,Other,2,1902,549
14,Vocational,2,1965,13200
49,Other,2,1909,2901
80,Other,3,1903,6900
62,Other,0,1957,4344
40,Professional,4,1931,11600
86,Professional,3,1968,11700
71,Stem,1,1985,9900
41,Other,3,1973,2181
60,Other,1,1975,4100
17,Other,3,2008,789
59,Stem,1,1994,9900
24,Stem,1,1928,9900
50,Other,3,1993,3000
53,Humanities,2,1986,10200
27,Professional,4,1968,11600
84,Humanities,2,1962,10200
10,Vocational,3,1966,13300
18,Humanities,4,1946,10400
25,Business,2,1982,10203
76,Professional,2,1928,11800
12,Vocational,3,1950,13300
50,Other,3,1926,3000
65,Humanities,0,1962,10000
63,Business,2,1919,10009
28,Other,3,1937,1284
27,Humanities,3,1976,10300
37,Professional,4,1949,11600
30,Stem,0,1989,10000
9,Humanities,0,1917,10000
70,Professional,2,1955,11800
14,Stem,4,1997,20400
45,Vocational,1,1901,13100
3,Business,1,1932,10102
67,Humanities,4,1935,10400
0,Stem,3,1905,20300
57,Humanities,1,2012,20100
64,Humanities,3,1971,10300
6,Stem,3,1934,20300
54,Humanities,1,2019,20100
6,Humanities,3,1966,10300
14,Stem,0,1923,10000
94,Stem,3,1990,20300
14,Professional,4,2014,11600
13,Vocational,4,1979,13400
96,Professional,3,1949,11700
51,Vocational,0,1997,13000
35,Other,2,1972,1725
59,Other,4,1908,3981
29,Stem,3,1992,20300
33,Stem,3,1934,20300
13,Stem,0,2003,10000
67,Stem,1,1944,9900
68,Business,1,1991,10008
47,Business,3,1911,10008
15,Professional,1,1946,11900
96,Other,2,1908,9716
81,Stem,2,1965,9800
10,Humanities,3,1950,10300
14,Professional,0,1949,12000
41,Other,2,1934,2181
40,Humanities,3,1925,10300
10,Business,1,1970,10102
27,Humanities,1,1978,10100
44,Vocational,0,1909,13000
62,Other,4,1919,4344
72,Stem,1,1955,9900
82,Vocational,0,1989,13000
49,Other,1,1974,2901
12,Vocational,2,1989,13200
97,Stem,1,1965,9900
5,Stem,4,1947,20400
15,Business,4,1966,10404
51,Vocational,4,1985,13400
78,Humanities,1,1975,10100
81,Stem,4,1995,20400
29,Professional,1,1983,11900
74,Humanities,3,1986,10300
56,Humanities,3,1961,10300
22,Vocational,2,2018,13200
53,Stem,3,1905,20300
23,Humanities,0,1978,10000
85,Other,4,1948,7725
41,Other,4,1916,2181
7,Humanities,1,1994,10100
35,Other,0,1917,1725
64,Other,0,1947,4596
44,Vocational,2,1975,13200
24,Professional,1,1907,11900
24,Stem,4,1923,20400
38,Stem,4,2019,20400
3,Stem,2,1976,9800
80,Humanities,4,1947,10400
77,Business,1,1990,10106
12,Business,1,1932,10107
53,Stem,1,1931,9900
29,Professional,0,1948,12000
71,Business,4,1941,10004
45,Professional,2,1953,11800
19,Other,3,1963,861
5,Professional,4,1945,11600
99,Vocational,1,1985,13100
21,Humanities,0,1978,10000
38,Professional,3,1973,11700
27,Humanities,1,2001,20100
47,Humanities,2,1920,10200
68,Other,4,1970,5124
44,Other,1,1926,2436
63,Other,4,1974,4469
67,Humanities,3,1979,10300
41,Stem,2,1982,9800
71,Business,3,1900,10302
89,Business,0,2006,10004
59,Professional,0,1940,12000
30,Professional,2,2014,11800
97,Professional,0,1921,12000
63,Stem,0,1966,10000
90,Humanities,0,2017,20000
57,Business,3,1917,10002
75,Professional,4,1966,11600
26,Professional,0,1974,12000
13,Business,3,1965,10009
45,Other,3,1926,2525
94,Humanities,4,1970,10400
37,Other,3,1957,1869
4,Professional,3,1968,11700
7,Professional,4,2019,11600
27,Business,1,1969,10006
80,Professional,1,1927,11900
59,Business,4,1909,10005
18,Humanities,1,2001,20100
9,Business,4,1985,10004
21,Business,0,2017,10004
59,Other,1,1933,3981
24,Business,2,2009,10007
76,Stem,3,1997,20300
44,Other,1,1972,2436
73,Humanities,2,1904,10200
56,Vocational,1,1966,13100
84,Other,4,1926,7556
27,Professional,2,1932,11800
58,Professional,1,1981,11900
53,Vocational,1,1954,13100
73,Humanities,4,1946,10400
72,Stem,3,1945,20300
4,Professional,2,1990,11800
64,Humanities,1,2000,20100
56,Business,1,2003,10004
8,Stem,4,2003,20400
47,Humanities,1,1955,10100
47,Other,0,1904,2709
17,Humanities,4,1943,10400
57,Business,2,1968,10206
67,Other,0,2017,4989
35,Vocational,2,2013,13200
37,Stem,3,1946,20300
51,Stem,0,1941,10000
95,Professional,4,1970,11600
10,Other,3,2006,600
39,Professional,1,1974,11900
93,Vocational,3,1943,13300
93,Humanities,1,1954,10100
28,Stem,3,1943,20300
95,Business,2,1994,10206
69,Other,4,1914,5261
44,Other,0,2000,2436
62,Business,2,2008,10209
28,Professional,1,1959,11900
75,Stem,2,1906,9800
57,Business,2,2000,10205
70,Stem,1,2012,9900
42,Vocational,4,1929,13400
57,Vocational,3,1905,13300
63,Stem,3,1945,20300
39,Vocational,4,2007,13400
32,Professional,4,1917,11600
69,Professional,1,1916,11900
42,Professional,1,1940,11900
53,Other,0,1996,3309
87,Stem,4,1920,20400
80,Vocational,0,1984,13000
6,Other,4,1907,536
83,Humanities,2,2004,20200
87,Stem,3,2012,20300
29,Vocational,1,1938,13100
99,Professional,2,1910,11800
11,Vocational,4,1995,13400
2,Vocational,0,1935,13000
54,Vocational,1,1966,13100
82,Vocational,1,1916,13100
