Attendance,Major,Questions,Score,Seniority,Texting,Grade
70,Polsci,Rare,40,Freshman,Always,Fail
42,Cs,Always,49,Sophomore,Rarely,Fail
95,Polsci,Always,99,Sophomore,Rarely,Pass
99,Stat,Rare,66,Freshman,Rarely,Pass
1,Stat,Rare,36,Junior,Rarely,Fail
41,Comm,Always,79,Junior,Always,Pass
92,Comm,Always,50,Senior,Rarely,Pass
98,Polsci,Always,78,Senior,Rarely,Pass
72,Cs,Rare,37,Senior,Rarely,Fail
70,Stat,Rare,15,Junior,Rarely,Fail
36,Stat,Rare,84,Junior,Rarely,Pass
63,Polsci,Rare,75,Freshman,Always,Pass
10,Stat,Always,7,Sophomore,Rarely,Fail
41,Comm,Always,97,Freshman,Always,Pass
84,Cs,Rare,33,Freshman,Rarely,Fail
53,Polsci,Rare,22,Junior,Always,Fail
6,Cs,Rare,19,Sophomore,Always,Fail
31,Polsci,Rare,92,Freshman,Always,Fail
92,Cs,Rare,44,Junior,Rarely,Fail
82,Comm,Rare,65,Freshman,Always,Pass
52,Cs,Rare,59,Senior,Rarely,Fail
24,Stat,Always,10,Sophomore,Rarely,Fail
14,Cs,Always,4,Junior,Always,Fail
70,Polsci,Always,30,Senior,Always,Pass
20,Stat,Rare,98,Sophomore,Always,Pass
75,Comm,Rare,15,Sophomore,Always,Pass
94,Polsci,Always,71,Sophomore,Rarely,Pass
69,Polsci,Rare,88,Freshman,Always,Pass
18,Cs,Always,17,Sophomore,Rarely,Fail
46,Polsci,Always,34,Senior,Rarely,Pass
75,Comm,Always,59,Junior,Rarely,Fail
80,Polsci,Rare,47,Junior,Rarely,Fail
59,Cs,Always,5,Senior,Rarely,Fail
15,Comm,Rare,81,Senior,Rarely,Pass
24,Comm,Always,70,Freshman,Always,Pass
58,Comm,Rare,0,Senior,Always,Pass
99,Polsci,Rare,68,Junior,Always,Pass
73,Stat,Always,35,Sophomore,Rarely,Fail
80,Comm,Rare,80,Sophomore,Always,Fail
88,Stat,Rare,13,Junior,Rarely,Fail
66,Polsci,Rare,24,Senior,Rarely,Fail
52,Polsci,Rare,12,Sophomore,Always,Fail
66,Comm,Always,20,Freshman,Rarely,Fail
98,Stat,Always,20,Freshman,Always,Fail
10,Cs,Always,68,Sophomore,Always,Pass
44,Cs,Always,44,Junior,Rarely,Fail
87,Stat,Rare,7,Senior,Rarely,Fail
59,Stat,Rare,67,Freshman,Always,Pass
44,Comm,Rare,61,Freshman,Always,Pass
61,Polsci,Always,50,Sophomore,Always,Pass
87,Cs,Always,83,Sophomore,Rarely,Pass
40,Comm,Rare,61,Junior,Always,Pass
80,Comm,Rare,49,Sophomore,Rarely,Pass
10,Polsci,Always,97,Senior,Rarely,Fail
0,Cs,Rare,57,Sophomore,Rarely,Pass
81,Stat,Always,39,Senior,Always,Fail
94,Comm,Rare,34,Senior,Always,Pass
70,Polsci,Rare,27,Senior,Always,Fail
83,Cs,Always,60,Senior,Rarely,Fail
17,Cs,Rare,71,Sophomore,Always,Pass
5,Cs,Rare,51,Sophomore,Always,Pass
31,Cs,Rare,74,Junior,Always,Pass
60,Comm,Always,0,Sophomore,Rarely,Fail
36,Polsci,Always,100,Freshman,Always,Pass
55,Stat,Rare,94,Sophomore,Rarely,Fail
35,Comm,Rare,59,Sophomore,Always,Pass
59,Stat,Rare,88,Junior,Always,Pass
40,Cs,Always,44,Freshman,Always,Fail
28,Cs,Always,75,Sophomore,Always,Pass
26,Stat,Rare,6,Freshman,Always,Fail
23,Comm,Rare,99,Sophomore,Rarely,Pass
38,Polsci,Rare,75,Senior,Rarely,Pass
53,Comm,Always,42,Freshman,Always,Pass
27,Comm,Rare,74,Sophomore,Always,Fail
30,Cs,Rare,62,Junior,Rarely,Fail
46,Comm,Rare,99,Junior,Rarely,Pass
81,Polsci,Always,53,Sophomore,Rarely,Pass
78,Cs,Rare,52,Sophomore,Rarely,Pass
12,Comm,Always,64,Sophomore,Rarely,Pass
25,Comm,Always,37,Freshman,Rarely,Fail
32,Stat,Always,96,Junior,Always,Pass
83,Cs,Always,0,Sophomore,Always,Fail
5,Cs,Always,53,Freshman,Always,Fail
9,Polsci,Always,35,Freshman,Always,Pass
39,Cs,Always,62,Sophomore,Rarely,Fail
59,Comm,Rare,18,Junior,Always,Pass
44,Comm,Rare,53,Junior,Rarely,Pass
4,Comm,Always,8,Sophomore,Rarely,Fail
27,Stat,Rare,16,Junior,Always,Fail
5,Cs,Always,40,Sophomore,Always,Fail
14,Polsci,Rare,2,Junior,Rarely,Fail
28,Comm,Always,75,Junior,Rarely,Pass
81,Cs,Rare,83,Freshman,Rarely,Pass
92,Polsci,Always,77,Sophomore,Rarely,Pass
40,Polsci,Rare,7,Senior,Always,Fail
48,Comm,Rare,41,Senior,Rarely,Pass
5,Comm,Rare,27,Sophomore,Rarely,Fail
40,Polsci,Always,80,Junior,Rarely,Pass
62,Polsci,Rare,68,Sophomore,Rarely,Fail
10,Comm,Rare,88,Freshman,Rarely,Pass
74,Polsci,Rare,5,Sophomore,Always,Fail
35,Cs,Rare,34,Sophomore,Always,Fail
86,Stat,Always,23,Senior,Always,Fail
43,Polsci,Rare,76,Junior,Always,Pass
98,Polsci,Rare,48,Senior,Always,Fail
98,Stat,Rare,83,Senior,Rarely,Fail
37,Polsci,Rare,93,Freshman,Rarely,Fail
39,Cs,Rare,19,Freshman,Always,Fail
92,Cs,Rare,67,Freshman,Always,Fail
54,Cs,Always,10,Freshman,Rarely,Fail
59,Stat,Always,88,Senior,Always,Pass
2,Comm,Rare,7,Sophomore,Always,Pass
28,Polsci,Rare,59,Junior,Always,Pass
46,Polsci,Rare,44,Senior,Rarely,Fail
67,Cs,Always,25,Junior,Always,Fail
5,Stat,Always,86,Freshman,Rarely,Pass
49,Stat,Rare,39,Junior,Rarely,Fail
93,Polsci,Rare,75,Senior,Rarely,Pass
18,Polsci,Always,70,Sophomore,Rarely,Pass
60,Polsci,Rare,80,Freshman,Always,Pass
52,Stat,Always,34,Senior,Rarely,Fail
46,Comm,Always,82,Senior,Rarely,Pass
18,Cs,Always,85,Junior,Always,Pass
91,Polsci,Rare,3,Senior,Always,Fail
60,Comm,Rare,65,Senior,Always,Pass
23,Comm,Always,21,Junior,Always,Pass
75,Polsci,Always,29,Senior,Rarely,Fail
75,Cs,Rare,91,Senior,Always,Pass
31,Comm,Always,1,Sophomore,Always,Pass
25,Comm,Rare,73,Senior,Rarely,Pass
2,Comm,Always,47,Junior,Rarely,Pass
100,Polsci,Rare,17,Junior,Always,Fail
57,Comm,Rare,34,Freshman,Always,Pass
50,Comm,Always,59,Junior,Rarely,Pass
47,Comm,Rare,68,Junior,Rarely,Pass
28,Cs,Always,40,Junior,Always,Fail
68,Comm,Rare,23,Freshman,Always,Fail
21,Stat,Rare,72,Senior,Always,Fail
29,Polsci,Rare,46,Freshman,Rarely,Fail
44,Cs,Always,13,Freshman,Always,Fail
87,Cs,Rare,85,Sophomore,Rarely,Pass
8,Cs,Always,32,Senior,Always,Fail
15,Cs,Rare,37,Freshman,Rarely,Fail
6,Polsci,Rare,0,Junior,Always,Fail
59,Stat,Always,5,Freshman,Always,Fail
77,Comm,Always,50,Sophomore,Rarely,Pass
14,Polsci,Always,17,Junior,Always,Pass
68,Cs,Rare,4,Junior,Always,Fail
25,Comm,Always,98,Junior,Always,Pass
66,Cs,Always,61,Sophomore,Always,Pass
36,Cs,Always,95,Freshman,Always,Pass
56,Comm,Rare,4,Sophomore,Always,Pass
74,Cs,Rare,14,Senior,Rarely,Fail
40,Comm,Always,19,Senior,Always,Pass
39,Cs,Rare,64,Junior,Always,Fail
32,Polsci,Always,73,Freshman,Rarely,Fail
8,Cs,Always,1,Freshman,Always,Fail
11,Comm,Always,82,Sophomore,Rarely,Pass
77,Cs,Rare,86,Senior,Rarely,Pass
47,Stat,Rare,56,Sophomore,Always,Fail
35,Polsci,Rare,26,Senior,Rarely,Fail
7,Stat,Rare,14,Senior,Always,Fail
7,Cs,Rare,15,Junior,Rarely,Fail
46,Comm,Always,79,Senior,Rarely,Pass
44,Cs,Rare,16,Freshman,Rarely,Fail
85,Cs,Rare,13,Junior,Rarely,Fail
4,Polsci,Always,94,Senior,Rarely,Pass
41,Polsci,Rare,26,Senior,Rarely,Fail
95,Polsci,Always,90,Senior,Always,Pass
58,Polsci,Rare,35,Freshman,Rarely,Fail
73,Stat,Always,58,Freshman,Rarely,Fail
59,Stat,Always,21,Sophomore,Rarely,Fail
67,Stat,Rare,46,Sophomore,Always,Fail
55,Cs,Rare,64,Sophomore,Rarely,Pass
63,Stat,Always,71,Sophomore,Always,Fail
80,Polsci,Always,95,Freshman,Rarely,Pass
47,Polsci,Rare,24,Freshman,Rarely,Fail
56,Stat,Always,20,Sophomore,Rarely,Fail
54,Cs,Always,49,Junior,Rarely,Fail
28,Cs,Always,98,Freshman,Rarely,Pass
84,Stat,Rare,67,Junior,Rarely,Fail
13,Cs,Rare,57,Freshman,Rarely,Fail
76,Cs,Always,41,Senior,Always,Fail
85,Polsci,Always,67,Senior,Rarely,Pass
17,Comm,Always,89,Senior,Rarely,Pass
89,Cs,Always,80,Junior,Always,Fail
59,Polsci,Rare,13,Senior,Rarely,Fail
70,Stat,Always,54,Freshman,Always,Fail
11,Stat,Always,85,Freshman,Always,Pass
69,Comm,Rare,27,Freshman,Always,Pass
74,Comm,Rare,37,Freshman,Always,Pass
95,Comm,Rare,26,Freshman,Rarely,Fail
33,Polsci,Always,2,Freshman,Always,Pass
2,Polsci,Rare,79,Senior,Rarely,Pass
99,Polsci,Always,49,Freshman,Rarely,Pass
31,Cs,Rare,0,Sophomore,Always,Fail
73,Polsci,Always,65,Freshman,Rarely,Pass
43,Stat,Rare,34,Freshman,Always,Fail
26,Stat,Always,22,Senior,Rarely,Fail
30,Cs,Rare,38,Freshman,Always,Fail
90,Cs,Rare,62,Freshman,Rarely,Fail
12,Comm,Always,61,Sophomore,Always,Pass
32,Comm,Rare,74,Junior,Rarely,Pass
63,Comm,Rare,43,Freshman,Always,Pass
41,Polsci,Always,66,Junior,Always,Pass
7,Cs,Always,45,Senior,Rarely,Fail
77,Polsci,Always,70,Junior,Always,Fail
13,Stat,Rare,99,Freshman,Rarely,Fail
42,Polsci,Rare,6,Freshman,Always,Fail
67,Polsci,Always,78,Freshman,Rarely,Pass
93,Stat,Always,98,Sophomore,Always,Fail
74,Comm,Rare,2,Freshman,Always,Pass
61,Comm,Always,65,Junior,Rarely,Pass
32,Stat,Always,39,Junior,Rarely,Fail
62,Cs,Rare,77,Junior,Rarely,Pass
45,Stat,Always,28,Freshman,Rarely,Fail
50,Polsci,Always,52,Sophomore,Rarely,Pass
88,Comm,Rare,82,Sophomore,Rarely,Fail
48,Comm,Always,85,Senior,Always,Pass
8,Comm,Rare,66,Junior,Always,Pass
48,Polsci,Rare,35,Freshman,Rarely,Fail
69,Cs,Always,86,Freshman,Always,Pass
32,Cs,Rare,12,Senior,Always,Fail
60,Polsci,Rare,87,Sophomore,Rarely,Pass
26,Stat,Rare,77,Sophomore,Always,Fail
8,Stat,Always,46,Junior,Always,Fail
94,Stat,Rare,50,Senior,Always,Fail
17,Polsci,Rare,81,Senior,Always,Pass
72,Comm,Rare,80,Freshman,Rarely,Fail
36,Comm,Rare,28,Senior,Rarely,Fail
55,Comm,Rare,6,Freshman,Rarely,Fail
44,Cs,Rare,69,Sophomore,Always,Pass
100,Stat,Always,1,Junior,Rarely,Fail
40,Comm,Rare,84,Sophomore,Rarely,Fail
70,Cs,Always,10,Freshman,Rarely,Fail
49,Stat,Always,0,Junior,Always,Fail
89,Stat,Rare,90,Sophomore,Rarely,Fail
31,Cs,Rare,32,Senior,Rarely,Fail
16,Stat,Always,15,Sophomore,Rarely,Fail
62,Comm,Always,18,Junior,Always,Pass
46,Stat,Always,29,Senior,Always,Fail
32,Cs,Always,40,Senior,Rarely,Fail
32,Comm,Always,85,Sophomore,Always,Pass
58,Polsci,Rare,50,Senior,Always,Pass
79,Cs,Always,90,Sophomore,Always,Pass
40,Cs,Rare,50,Junior,Always,Fail
28,Stat,Rare,86,Junior,Rarely,Pass
28,Comm,Rare,12,Junior,Always,Pass
51,Cs,Always,29,Junior,Rarely,Fail
45,Cs,Rare,89,Freshman,Always,Pass
79,Polsci,Rare,96,Senior,Rarely,Pass
60,Polsci,Always,78,Freshman,Always,Pass
57,Cs,Always,89,Sophomore,Always,Pass
59,Cs,Always,87,Junior,Rarely,Pass
85,Polsci,Rare,5,Senior,Rarely,Fail
23,Cs,Always,54,Senior,Always,Fail
23,Cs,Rare,50,Senior,Rarely,Fail
61,Comm,Rare,19,Junior,Rarely,Fail
43,Comm,Rare,44,Senior,Always,Pass
81,Cs,Rare,1,Senior,Rarely,Fail
5,Polsci,Rare,18,Senior,Rarely,Fail
96,Polsci,Rare,61,Freshman,Always,Pass
50,Cs,Rare,71,Senior,Always,Pass
67,Stat,Rare,38,Junior,Rarely,Fail
55,Polsci,Always,22,Junior,Rarely,Pass
42,Polsci,Always,9,Sophomore,Always,Pass
50,Stat,Always,48,Freshman,Rarely,Fail
0,Polsci,Rare,23,Junior,Always,Fail
71,Stat,Always,62,Sophomore,Rarely,Pass
72,Stat,Rare,18,Freshman,Rarely,Fail
64,Stat,Always,2,Junior,Always,Fail
61,Cs,Always,30,Senior,Always,Fail
2,Polsci,Always,41,Freshman,Rarely,Pass
12,Cs,Always,55,Sophomore,Always,Pass
59,Polsci,Always,30,Sophomore,Rarely,Pass
63,Cs,Rare,83,Sophomore,Rarely,Pass
56,Cs,Always,32,Junior,Rarely,Fail
71,Polsci,Always,2,Freshman,Rarely,Pass
5,Stat,Rare,40,Senior,Rarely,Fail
11,Comm,Always,74,Sophomore,Rarely,Pass
87,Cs,Rare,4,Senior,Rarely,Fail
79,Cs,Rare,62,Senior,Always,Fail
55,Comm,Always,98,Senior,Rarely,Pass
49,Stat,Always,92,Freshman,Rarely,Fail
69,Polsci,Rare,7,Freshman,Always,Fail
86,Polsci,Always,15,Freshman,Rarely,Pass
100,Comm,Rare,17,Junior,Always,Pass
21,Polsci,Always,2,Freshman,Always,Pass
27,Cs,Always,53,Sophomore,Rarely,Pass
1,Comm,Always,52,Freshman,Rarely,Fail
26,Cs,Always,49,Sophomore,Rarely,Fail
45,Polsci,Rare,16,Freshman,Always,Fail
56,Cs,Rare,96,Freshman,Rarely,Pass
51,Cs,Always,65,Freshman,Always,Fail
65,Cs,Rare,83,Senior,Rarely,Pass
91,Stat,Always,64,Sophomore,Always,Pass
82,Cs,Rare,7,Sophomore,Always,Fail
10,Cs,Rare,70,Senior,Always,Pass
32,Stat,Always,95,Junior,Rarely,Fail
55,Comm,Rare,22,Junior,Rarely,Fail
91,Comm,Always,10,Junior,Rarely,Fail
96,Polsci,Rare,58,Freshman,Rarely,Fail
0,Polsci,Rare,52,Freshman,Rarely,Pass
51,Stat,Always,15,Sophomore,Rarely,Fail
46,Comm,Always,3,Junior,Always,Pass
13,Polsci,Rare,73,Senior,Rarely,Pass
75,Comm,Rare,40,Freshman,Always,Pass
9,Polsci,Rare,29,Junior,Always,Fail
66,Cs,Rare,99,Freshman,Rarely,Pass
4,Stat,Rare,61,Sophomore,Rarely,Pass
61,Polsci,Rare,55,Sophomore,Always,Pass
53,Polsci,Always,74,Junior,Always,Pass
44,Comm,Always,14,Senior,Rarely,Fail
0,Cs,Rare,67,Sophomore,Always,Pass
14,Comm,Always,73,Junior,Rarely,Pass
70,Cs,Always,89,Senior,Always,Pass
3,Comm,Rare,75,Junior,Rarely,Pass
88,Stat,Always,68,Senior,Rarely,Pass
49,Stat,Always,58,Sophomore,Rarely,Fail
70,Cs,Rare,46,Senior,Always,Fail
67,Stat,Rare,80,Senior,Rarely,Fail
81,Cs,Always,40,Senior,Always,Fail
38,Comm,Always,13,Junior,Always,Pass
65,Cs,Always,27,Freshman,Rarely,Fail
37,Polsci,Always,10,Freshman,Always,Pass
85,Polsci,Always,87,Junior,Always,Pass
72,Polsci,Always,37,Junior,Rarely,Pass
79,Comm,Always,35,Freshman,Always,Pass
54,Polsci,Rare,44,Sophomore,Always,Fail
86,Cs,Always,34,Senior,Rarely,Fail
99,Cs,Always,39,Freshman,Rarely,Fail
99,Polsci,Always,52,Junior,Always,Pass
48,Stat,Always,50,Freshman,Always,Fail
65,Comm,Always,88,Senior,Rarely,Pass
27,Comm,Always,61,Senior,Rarely,Pass
49,Comm,Always,12,Sophomore,Rarely,Fail
1,Polsci,Always,32,Junior,Rarely,Pass
44,Comm,Always,90,Senior,Rarely,Pass
28,Polsci,Always,65,Junior,Rarely,Pass
3,Polsci,Always,25,Sophomore,Rarely,Pass
99,Comm,Rare,55,Freshman,Always,Pass
100,Comm,Always,1,Sophomore,Always,Pass
29,Comm,Always,17,Junior,Rarely,Fail
12,Cs,Rare,18,Senior,Rarely,Fail
68,Comm,Always,64,Freshman,Always,Fail
44,Stat,Always,92,Sophomore,Rarely,Fail
99,Polsci,Always,12,Senior,Rarely,Pass
63,Stat,Always,61,Sophomore,Always,Pass
50,Comm,Always,61,Freshman,Rarely,Fail
8,Polsci,Rare,85,Freshman,Rarely,Pass
51,Cs,Rare,68,Freshman,Rarely,Fail
61,Cs,Always,2,Sophomore,Always,Fail
87,Polsci,Always,53,Freshman,Always,Pass
64,Comm,Rare,12,Sophomore,Rarely,Fail
92,Polsci,Rare,41,Freshman,Rarely,Fail
50,Cs,Always,52,Freshman,Rarely,Fail
79,Comm,Rare,21,Sophomore,Rarely,Fail
1,Cs,Rare,10,Junior,Rarely,Fail
30,Cs,Rare,84,Junior,Rarely,Pass
36,Stat,Always,86,Freshman,Always,Pass
53,Cs,Always,21,Junior,Always,Fail
68,Comm,Always,10,Freshman,Always,Pass
97,Stat,Rare,70,Senior,Rarely,Fail
45,Comm,Always,28,Junior,Always,Fail
77,Polsci,Rare,81,Sophomore,Rarely,Fail
94,Comm,Rare,19,Freshman,Always,Fail
17,Stat,Always,67,Freshman,Rarely,Fail
31,Cs,Rare,5,Freshman,Always,Fail
90,Polsci,Always,81,Senior,Rarely,Pass
59,Stat,Rare,46,Junior,Always,Fail
17,Cs,Always,89,Freshman,Always,Pass
53,Stat,Always,12,Senior,Always,Fail
53,Cs,Rare,94,Sophomore,Always,Pass
35,Polsci,Rare,92,Junior,Rarely,Pass
54,Cs,Rare,48,Freshman,Always,Fail
89,Cs,Rare,18,Freshman,Always,Fail
66,Polsci,Rare,84,Junior,Rarely,Pass
3,Polsci,Always,28,Junior,Rarely,Pass
25,Cs,Always,14,Junior,Rarely,Fail
24,Comm,Always,85,Sophomore,Rarely,Pass
15,Cs,Rare,73,Senior,Always,Pass
48,Polsci,Always,6,Junior,Rarely,Pass
70,Polsci,Rare,98,Sophomore,Rarely,Pass
79,Comm,Rare,47,Freshman,Rarely,Pass
44,Cs,Always,1,Sophomore,Rarely,Fail
100,Polsci,Rare,0,Sophomore,Always,Fail
4,Polsci,Rare,76,Senior,Rarely,Pass
71,Polsci,Rare,10,Sophomore,Rarely,Fail
90,Stat,Always,51,Senior,Always,Fail
87,Cs,Always,66,Sophomore,Always,Pass
60,Stat,Rare,28,Senior,Rarely,Fail
27,Stat,Rare,99,Junior,Rarely,Fail
34,Stat,Rare,67,Sophomore,Always,Pass
33,Polsci,Rare,69,Freshman,Always,Pass
41,Cs,Rare,6,Sophomore,Rarely,Fail
72,Polsci,Always,75,Senior,Rarely,Fail
24,Polsci,Always,17,Junior,Rarely,Pass
18,Cs,Rare,0,Senior,Rarely,Fail
83,Stat,Rare,38,Junior,Rarely,Fail
48,Cs,Rare,40,Junior,Rarely,Fail
73,Stat,Rare,61,Freshman,Always,Pass
53,Stat,Rare,42,Senior,Always,Fail
2,Cs,Always,30,Freshman,Rarely,Fail
51,Cs,Rare,16,Senior,Rarely,Fail
1,Comm,Rare,29,Freshman,Rarely,Fail
90,Polsci,Rare,68,Senior,Rarely,Fail
80,Cs,Rare,49,Senior,Rarely,Fail
31,Polsci,Always,28,Sophomore,Rarely,Pass
85,Cs,Always,38,Senior,Rarely,Fail
80,Comm,Always,26,Senior,Always,Pass
26,Cs,Always,0,Freshman,Always,Fail
60,Comm,Always,9,Senior,Rarely,Fail
46,Stat,Rare,68,Senior,Rarely,Fail
49,Cs,Always,35,Sophomore,Rarely,Fail
26,Comm,Always,41,Junior,Always,Pass
95,Cs,Rare,65,Junior,Always,Fail
58,Stat,Always,94,Senior,Rarely,Pass
52,Polsci,Always,44,Sophomore,Always,Pass
98,Comm,Always,28,Sophomore,Always,Pass
53,Comm,Rare,1,Freshman,Rarely,Fail
27,Stat,Always,61,Freshman,Rarely,Pass
47,Cs,Always,85,Sophomore,Rarely,Pass
18,Polsci,Always,86,Senior,Always,Pass
49,Cs,Rare,46,Freshman,Always,Fail
93,Comm,Always,39,Freshman,Always,Pass
43,Polsci,Always,54,Senior,Always,Pass
75,Stat,Rare,57,Freshman,Rarely,Fail
48,Cs,Rare,15,Senior,Rarely,Fail
73,Stat,Rare,85,Junior,Always,Pass
84,Comm,Rare,86,Freshman,Always,Pass
28,Stat,Rare,30,Sophomore,Always,Fail
74,Polsci,Always,23,Senior,Always,Pass
61,Polsci,Always,91,Junior,Rarely,Pass
40,Polsci,Always,7,Senior,Always,Pass
65,Polsci,Always,35,Senior,Always,Pass
69,Cs,Always,50,Junior,Always,Fail
60,Cs,Rare,57,Freshman,Rarely,Fail
65,Cs,Always,20,Junior,Always,Fail
23,Stat,Rare,43,Senior,Always,Fail
39,Stat,Always,20,Junior,Always,Fail
31,Polsci,Always,77,Junior,Always,Pass
61,Cs,Always,22,Junior,Rarely,Fail
38,Stat,Always,74,Sophomore,Rarely,Pass
25,Cs,Rare,31,Freshman,Always,Fail
45,Comm,Rare,63,Senior,Always,Pass
4,Polsci,Always,60,Junior,Rarely,Pass
72,Comm,Always,67,Freshman,Always,Pass
0,Stat,Rare,65,Freshman,Rarely,Pass
22,Comm,Rare,90,Sophomore,Always,Pass
46,Cs,Rare,2,Sophomore,Rarely,Fail
18,Cs,Rare,46,Senior,Always,Fail
39,Cs,Rare,82,Sophomore,Rarely,Pass
91,Cs,Always,83,Junior,Rarely,Pass
71,Polsci,Rare,0,Freshman,Always,Fail
37,Polsci,Always,28,Freshman,Rarely,Pass
51,Comm,Rare,43,Sophomore,Always,Pass
71,Comm,Rare,24,Freshman,Always,Pass
77,Comm,Always,100,Freshman,Always,Pass
60,Comm,Always,80,Junior,Rarely,Pass
4,Comm,Always,82,Junior,Always,Pass
65,Stat,Rare,59,Freshman,Rarely,Fail
63,Cs,Always,60,Senior,Always,Fail
8,Comm,Always,60,Junior,Rarely,Pass
59,Stat,Rare,18,Sophomore,Always,Fail
44,Stat,Rare,41,Sophomore,Always,Fail
28,Stat,Rare,78,Junior,Always,Pass
52,Stat,Rare,86,Senior,Always,Fail
35,Polsci,Always,47,Sophomore,Always,Fail
78,Polsci,Always,36,Sophomore,Rarely,Pass
73,Polsci,Rare,67,Junior,Always,Pass
0,Polsci,Always,39,Senior,Always,Pass
63,Polsci,Always,23,Sophomore,Always,Pass
0,Polsci,Rare,5,Freshman,Always,Fail
51,Comm,Always,31,Freshman,Always,Pass
54,Cs,Always,75,Freshman,Rarely,Pass
73,Polsci,Rare,28,Junior,Always,Fail
27,Polsci,Rare,11,Junior,Always,Fail
25,Cs,Rare,15,Junior,Rarely,Fail
73,Cs,Rare,19,Freshman,Rarely,Fail
97,Cs,Always,79,Sophomore,Always,Pass
63,Polsci,Rare,69,Senior,Always,Pass
70,Cs,Always,9,Junior,Always,Fail
83,Polsci,Always,94,Freshman,Always,Pass
19,Stat,Rare,81,Freshman,Rarely,Fail
64,Cs,Always,41,Freshman,Always,Pass
62,Cs,Rare,68,Senior,Rarely,Fail
75,Stat,Always,34,Freshman,Rarely,Fail
86,Cs,Always,49,Junior,Rarely,Fail
8,Comm,Rare,96,Junior,Rarely,Pass
74,Polsci,Rare,48,Junior,Always,Fail
25,Comm,Always,22,Freshman,Rarely,Fail
14,Comm,Always,96,Freshman,Always,Pass
4,Comm,Rare,45,Sophomore,Always,Pass
85,Cs,Always,92,Freshman,Always,Pass
85,Comm,Always,94,Sophomore,Always,Pass
85,Polsci,Always,38,Freshman,Rarely,Pass
94,Stat,Always,0,Senior,Rarely,Fail
62,Cs,Rare,57,Sophomore,Rarely,Pass
62,Cs,Rare,31,Senior,Always,Fail
65,Polsci,Always,25,Sophomore,Rarely,Pass
64,Stat,Always,16,Senior,Always,Fail
39,Polsci,Always,0,Freshman,Rarely,Pass
18,Polsci,Rare,7,Senior,Always,Fail
62,Polsci,Rare,22,Freshman,Rarely,Fail
32,Comm,Always,0,Sophomore,Always,Pass
45,Stat,Rare,74,Senior,Always,Pass
5,Comm,Always,39,Senior,Rarely,Fail
68,Comm,Rare,58,Sophomore,Rarely,Pass
21,Polsci,Always,0,Junior,Rarely,Pass
97,Cs,Rare,32,Junior,Rarely,Fail
2,Stat,Rare,68,Senior,Always,Pass
37,Stat,Rare,37,Senior,Always,Fail
66,Cs,Always,7,Freshman,Always,Fail
74,Cs,Always,89,Junior,Always,Fail
80,Stat,Rare,16,Junior,Rarely,Fail
71,Comm,Always,26,Junior,Rarely,Fail
24,Comm,Rare,83,Senior,Rarely,Pass
97,Stat,Rare,41,Junior,Always,Fail
46,Polsci,Rare,65,Freshman,Rarely,Pass
48,Polsci,Always,34,Sophomore,Always,Pass
37,Polsci,Always,20,Junior,Rarely,Pass
69,Comm,Always,35,Sophomore,Rarely,Fail
52,Cs,Rare,79,Senior,Always,Pass
55,Stat,Rare,95,Freshman,Always,Fail
7,Cs,Rare,29,Junior,Always,Fail
92,Comm,Rare,67,Sophomore,Always,Pass
84,Stat,Always,33,Sophomore,Rarely,Fail
91,Polsci,Rare,11,Freshman,Rarely,Fail
100,Stat,Always,47,Sophomore,Rarely,Fail
14,Polsci,Always,71,Freshman,Always,Pass
80,Polsci,Rare,2,Freshman,Rarely,Fail
87,Cs,Always,17,Senior,Always,Fail
45,Polsci,Rare,83,Junior,Always,Pass
68,Stat,Always,49,Freshman,Rarely,Fail
43,Stat,Rare,25,Senior,Always,Fail
11,Polsci,Rare,13,Senior,Always,Fail
21,Polsci,Rare,4,Senior,Always,Fail
74,Cs,Rare,19,Senior,Rarely,Fail
20,Stat,Rare,96,Senior,Rarely,Pass
92,Stat,Rare,66,Freshman,Always,Pass
52,Comm,Always,94,Senior,Always,Pass
91,Cs,Always,47,Freshman,Rarely,Fail
56,Polsci,Always,56,Junior,Always,Pass
24,Comm,Always,100,Junior,Rarely,Pass
84,Comm,Rare,9,Sophomore,Rarely,Fail
1,Comm,Always,50,Senior,Rarely,Pass
56,Comm,Always,38,Sophomore,Rarely,Fail
0,Stat,Rare,83,Freshman,Rarely,Pass
84,Polsci,Always,40,Sophomore,Rarely,Fail
0,Comm,Rare,75,Junior,Always,Pass
28,Cs,Rare,75,Junior,Always,Pass
68,Comm,Rare,60,Senior,Rarely,Pass
32,Polsci,Rare,42,Sophomore,Rarely,Fail
97,Cs,Rare,65,Junior,Always,Fail
28,Cs,Rare,77,Senior,Rarely,Pass
16,Polsci,Rare,61,Sophomore,Always,Pass
73,Stat,Rare,2,Junior,Rarely,Fail
80,Comm,Always,86,Senior,Always,Pass
73,Cs,Rare,28,Junior,Always,Fail
31,Comm,Always,95,Sophomore,Rarely,Pass
48,Stat,Rare,94,Junior,Rarely,Pass
70,Comm,Always,21,Senior,Always,Fail
45,Cs,Rare,61,Senior,Always,Fail
98,Cs,Rare,23,Senior,Always,Fail
46,Cs,Always,60,Junior,Always,Fail
26,Polsci,Rare,80,Junior,Rarely,Pass
24,Cs,Rare,68,Freshman,Rarely,Fail
58,Comm,Always,83,Sophomore,Rarely,Pass
