Doze,Participation,Question,Score,Text,Grade
Always,52,Always,10,Sometimes,C
Never,34,Always,16,Always,F
Always,88,Never,53,Sometimes,C
Always,74,Never,77,Always,C
Always,23,Never,73,Never,C
Never,52,Never,84,Never,A
Never,100,Always,87,Always,A
Always,31,Always,53,Sometimes,C
Always,89,Always,51,Always,C
Always,14,Never,35,Sometimes,F
Never,18,Never,11,Never,F
Never,62,Always,28,Always,C
Always,70,Never,3,Always,B
Always,88,Always,50,Sometimes,D
Never,36,Always,98,Always,A
Never,32,Always,83,Never,A
Never,74,Never,66,Sometimes,D
Never,82,Always,41,Never,D
Always,59,Always,16,Sometimes,D
Never,72,Always,46,Always,C
Always,31,Never,53,Never,D
Always,41,Always,16,Sometimes,F
Never,86,Always,3,Sometimes,D
Never,75,Always,33,Always,D
Always,4,Never,27,Always,F
Always,28,Never,16,Always,F
Always,25,Never,65,Always,C
Never,40,Never,10,Never,C
Never,12,Always,26,Sometimes,F
Always,26,Never,70,Never,C
Always,86,Always,53,Sometimes,C
Never,83,Never,9,Never,D
Always,61,Always,12,Always,B
Always,16,Never,72,Never,C
Never,79,Never,4,Sometimes,C
Never,72,Always,18,Never,C
Never,98,Always,18,Sometimes,F
Never,13,Never,61,Never,C
Always,88,Never,10,Sometimes,D
Never,95,Never,46,Never,C
Always,47,Always,50,Always,C
Always,21,Always,16,Always,F
Always,51,Never,30,Never,C
Always,87,Never,41,Never,F
Never,10,Never,18,Sometimes,D
Never,2,Always,52,Always,F
Never,89,Always,10,Never,D
Always,64,Always,45,Never,F
Always,63,Always,42,Always,D
Always,26,Always,74,Always,C
Never,60,Never,82,Never,B
Always,1,Always,75,Always,D
Never,61,Always,91,Always,A
Always,69,Always,18,Never,F
Always,98,Always,59,Sometimes,C
Always,48,Never,82,Always,A
Never,66,Always,5,Always,C
Never,72,Never,34,Sometimes,D
Always,54,Always,1,Never,D
Always,79,Always,15,Sometimes,D
Never,22,Never,70,Always,A
Never,5,Always,26,Never,F
Never,42,Never,66,Always,A
Always,100,Never,15,Never,C
Always,100,Always,54,Always,C
Never,75,Never,9,Never,F
Never,81,Always,55,Always,A
Never,19,Never,30,Never,F
Always,4,Never,34,Always,F
Never,64,Never,0,Never,C
Always,85,Always,49,Sometimes,C
Always,30,Never,95,Never,B
Always,13,Never,55,Sometimes,D
Never,48,Never,24,Always,D
Always,80,Always,16,Never,C
Always,14,Never,71,Sometimes,C
Never,99,Always,24,Sometimes,D
Always,2,Never,52,Sometimes,C
Never,71,Never,51,Sometimes,C
Always,76,Never,4,Always,F
Always,18,Always,28,Sometimes,D
Always,46,Always,49,Always,A
Never,28,Always,47,Always,F
Never,21,Always,55,Always,D
Never,44,Always,73,Sometimes,A
Always,8,Never,77,Never,D
Never,24,Never,99,Always,B
Never,96,Never,90,Never,B
Never,56,Always,78,Sometimes,B
Always,77,Always,14,Sometimes,D
Never,13,Always,62,Always,B
Always,31,Always,21,Sometimes,F
Always,13,Always,68,Always,C
Never,33,Always,71,Never,C
Always,100,Always,14,Never,C
Always,45,Always,47,Sometimes,C
Never,33,Never,8,Never,F
Always,44,Always,89,Always,A
Never,39,Never,98,Always,A
Never,81,Always,23,Always,B
Always,29,Always,82,Sometimes,A
Never,95,Never,91,Always,B
Never,100,Never,97,Sometimes,B
Never,86,Always,47,Sometimes,C
Always,45,Never,29,Sometimes,C
Never,75,Never,68,Never,C
Never,55,Never,7,Sometimes,C
Never,62,Always,92,Always,A
Never,60,Always,77,Sometimes,C
Always,6,Never,35,Sometimes,F
Always,59,Always,69,Never,D
Never,19,Never,10,Sometimes,F
Always,37,Never,59,Always,C
Never,46,Always,43,Sometimes,C
Always,96,Never,7,Always,D
Never,48,Never,53,Sometimes,D
Always,47,Always,60,Sometimes,C
Always,65,Always,73,Always,C
Always,35,Never,58,Always,C
Never,20,Never,24,Never,F
Never,55,Always,16,Never,C
Never,43,Never,35,Sometimes,C
Never,27,Never,65,Sometimes,F
Always,34,Always,86,Never,A
Always,35,Always,73,Sometimes,D
Never,51,Always,23,Never,F
Always,89,Always,78,Always,C
Always,53,Always,74,Sometimes,D
Always,54,Always,83,Sometimes,B
Never,65,Never,7,Always,D
Always,59,Never,4,Always,D
Always,46,Always,80,Never,A
Never,100,Never,75,Always,F
Never,88,Never,29,Always,C
Always,32,Never,5,Sometimes,F
Never,9,Always,91,Never,A
Never,31,Never,15,Always,F
Never,17,Always,46,Always,D
Never,72,Never,49,Always,D
Never,69,Never,92,Always,B
Always,52,Never,99,Never,A
Never,28,Never,50,Never,B
Never,58,Always,6,Sometimes,C
Never,8,Never,10,Sometimes,F
Always,24,Always,53,Sometimes,C
Never,17,Always,82,Sometimes,A
Never,22,Always,73,Sometimes,C
Never,47,Always,19,Always,F
Never,8,Never,68,Never,D
Always,25,Never,78,Always,D
Never,88,Always,67,Always,A
Never,35,Always,42,Always,D
Always,34,Always,37,Never,F
Never,27,Never,31,Sometimes,F
Never,75,Always,100,Always,A
Never,44,Always,35,Never,F
Always,61,Always,97,Never,A
Always,61,Always,74,Always,C
Never,93,Always,2,Always,F
Never,69,Never,68,Sometimes,A
Never,19,Always,87,Always,B
Always,21,Never,67,Never,C
Always,68,Never,94,Always,B
Never,51,Never,39,Never,D
Never,18,Never,69,Always,B
Always,72,Never,83,Never,B
Always,82,Never,16,Sometimes,C
Never,15,Always,63,Never,F
Never,3,Never,32,Always,D
Always,46,Never,41,Sometimes,F
Never,96,Always,31,Sometimes,C
Never,1,Always,21,Always,F
Never,67,Never,19,Always,A
Always,89,Never,36,Sometimes,D
Always,97,Never,6,Always,B
Always,13,Always,48,Always,F
Never,12,Always,89,Never,A
Never,81,Always,91,Always,B
Never,70,Never,0,Sometimes,C
Never,50,Never,31,Sometimes,D
Never,40,Never,46,Always,A
Never,82,Always,11,Never,C
Always,30,Never,42,Never,F
Never,22,Never,66,Sometimes,F
Never,69,Always,88,Always,A
Never,38,Never,54,Never,C
Always,57,Never,66,Never,C
Never,1,Always,53,Sometimes,B
Never,11,Always,18,Sometimes,F
Always,55,Never,28,Always,F
Never,69,Never,60,Sometimes,B
Never,92,Never,45,Never,D
Always,62,Always,88,Always,A
Never,93,Always,44,Sometimes,D
Always,49,Never,15,Never,C
Never,15,Always,81,Sometimes,A
Never,39,Always,34,Sometimes,F
Never,51,Never,95,Always,B
Never,6,Never,55,Sometimes,C
Never,81,Always,27,Sometimes,D
Always,75,Never,60,Always,C
Never,81,Always,54,Always,B
Never,99,Always,91,Sometimes,A
Never,65,Never,69,Sometimes,A
Never,92,Always,67,Always,D
Always,16,Always,83,Never,A
Always,71,Always,45,Sometimes,D
Never,47,Always,63,Always,A
Never,67,Never,82,Sometimes,A
Never,67,Always,14,Always,C
Never,75,Always,97,Sometimes,A
Never,96,Always,73,Sometimes,F
Always,38,Never,27,Never,F
Always,84,Always,79,Sometimes,C
Never,23,Never,95,Sometimes,B
Never,26,Always,36,Sometimes,F
Always,29,Never,81,Sometimes,A
Never,56,Never,68,Sometimes,F
Never,95,Never,77,Never,D
Never,59,Always,37,Never,C
Always,30,Never,87,Never,B
Always,89,Always,20,Always,D
Always,100,Always,34,Sometimes,F
Never,52,Never,19,Always,C
Never,13,Never,98,Never,B
Never,46,Never,7,Always,A
Always,100,Never,10,Never,C
Always,10,Always,93,Sometimes,A
Always,54,Never,30,Always,F
Always,77,Never,43,Always,A
Always,82,Always,71,Never,C
Never,45,Always,37,Sometimes,D
Never,57,Never,84,Never,A
Never,78,Never,19,Always,B
Never,4,Never,39,Sometimes,F
Always,62,Always,62,Always,C
Always,10,Always,56,Never,C
Never,96,Always,76,Never,A
Never,17,Never,10,Never,F
Always,59,Always,50,Always,C
Never,8,Never,62,Never,A
Never,86,Never,22,Never,C
Never,64,Always,6,Always,C
Never,88,Never,61,Always,B
Always,31,Never,44,Always,F
Always,35,Never,78,Always,C
Never,74,Always,81,Sometimes,A
Always,50,Never,8,Never,D
Always,13,Always,39,Always,D
Always,41,Always,21,Always,F
Never,58,Never,71,Always,F
Never,65,Always,61,Never,C
Always,44,Always,63,Sometimes,C
Always,24,Always,7,Never,F
Never,20,Always,27,Never,F
Always,49,Always,56,Always,C
Never,74,Always,65,Never,A
Never,14,Always,22,Sometimes,F
Always,80,Always,65,Always,C
Never,15,Never,96,Always,B
Always,25,Never,63,Always,C
Never,65,Always,63,Sometimes,D
Always,15,Always,70,Always,C
Always,88,Always,10,Sometimes,D
Never,57,Never,86,Sometimes,B
Always,11,Always,29,Always,F
Never,24,Always,26,Sometimes,F
Always,64,Always,58,Sometimes,C
Always,59,Always,32,Never,D
Never,2,Never,21,Sometimes,F
Never,87,Never,23,Always,B
Never,30,Never,33,Sometimes,F
Always,27,Never,24,Never,F
Never,57,Always,11,Always,C
Never,64,Never,85,Never,B
Always,20,Never,77,Always,C
Always,22,Never,56,Never,C
Always,31,Always,76,Always,C
Always,93,Never,21,Always,F
Never,79,Never,60,Never,C
Always,63,Never,42,Never,C
Always,8,Never,71,Never,C
Always,86,Never,51,Sometimes,C
Always,70,Always,50,Always,D
Never,62,Never,11,Always,C
Never,21,Always,27,Always,F
Never,55,Always,46,Always,B
Always,93,Always,5,Always,F
Always,35,Never,43,Never,F
Always,49,Always,76,Always,C
Always,54,Always,79,Never,C
Never,31,Never,26,Sometimes,F
Always,13,Never,73,Never,D
Always,2,Never,41,Sometimes,F
Always,34,Never,48,Never,F
Always,73,Never,35,Never,D
Always,50,Always,77,Never,C
Never,74,Never,4,Sometimes,D
Never,88,Always,97,Sometimes,A
Always,25,Always,41,Never,F
Never,18,Always,97,Never,A
Never,89,Always,54,Never,F
Always,52,Never,60,Always,C
Never,34,Always,50,Sometimes,A
Always,20,Always,4,Never,F
Never,88,Never,17,Never,C
Always,73,Always,60,Sometimes,C
Always,33,Never,32,Sometimes,D
Always,13,Always,19,Never,F
Never,43,Never,53,Sometimes,C
Never,54,Never,27,Sometimes,D
Never,39,Never,5,Sometimes,F
Always,1,Always,90,Always,A
Always,87,Always,77,Never,D
Always,40,Always,95,Sometimes,A
Never,68,Never,19,Never,C
Never,12,Never,97,Sometimes,B
Never,33,Always,32,Always,F
Always,41,Always,14,Always,F
Never,59,Always,40,Always,C
Never,62,Always,95,Never,A
Never,8,Always,83,Always,A
Always,26,Never,13,Sometimes,F
Never,34,Never,81,Always,B
Never,37,Always,62,Never,A
Never,67,Always,49,Always,F
Never,98,Never,97,Never,B
Never,100,Always,49,Never,F
Never,61,Always,38,Never,C
Never,56,Always,65,Sometimes,A
Never,53,Never,29,Sometimes,F
Always,52,Always,46,Sometimes,D
Always,67,Never,52,Always,C
Always,8,Never,60,Always,C
Always,81,Never,22,Always,D
Always,85,Never,35,Always,B
Always,55,Never,62,Never,C
Always,69,Never,73,Never,C
Never,53,Never,20,Always,B
Never,26,Always,25,Sometimes,F
Never,81,Never,92,Never,A
Never,99,Always,62,Always,A
Never,4,Never,90,Always,B
Always,19,Never,96,Sometimes,B
Never,47,Always,35,Sometimes,D
Always,74,Never,33,Never,C
Never,38,Always,94,Always,A
Never,0,Never,78,Never,F
Never,12,Never,19,Never,F
Never,90,Never,13,Always,C
Never,28,Always,24,Always,F
Never,69,Never,10,Sometimes,F
Never,14,Always,89,Sometimes,A
Never,81,Never,4,Never,C
Never,40,Never,25,Sometimes,C
Always,86,Always,88,Always,A
Never,79,Always,70,Never,C
Never,19,Always,54,Sometimes,C
Never,27,Never,93,Never,B
Never,9,Always,23,Sometimes,F
Always,16,Always,23,Sometimes,F
Never,53,Always,60,Always,D
Never,43,Always,61,Always,B
Never,84,Always,0,Never,C
Always,47,Always,27,Sometimes,D
Always,87,Always,60,Always,C
Never,32,Never,32,Sometimes,F
Never,77,Never,19,Sometimes,C
Never,31,Never,74,Never,C
Always,26,Always,25,Sometimes,F
Never,4,Always,33,Never,F
Always,38,Never,64,Always,D
Never,64,Never,92,Always,A
Always,80,Always,3,Always,F
Never,94,Always,58,Never,D
Always,2,Never,16,Always,D
Always,23,Never,92,Always,B
Never,50,Never,28,Sometimes,D
Never,34,Always,66,Always,B
Never,17,Never,25,Always,F
Always,89,Always,50,Sometimes,C
Never,100,Never,48,Sometimes,F
Always,67,Never,68,Sometimes,C
Always,66,Never,11,Always,F
Always,1,Always,24,Never,F
Never,23,Never,29,Sometimes,F
Always,24,Always,42,Always,F
Always,44,Always,23,Sometimes,D
Always,90,Never,14,Never,C
Always,46,Always,50,Never,C
Always,3,Always,76,Always,C
Never,4,Never,7,Always,F
Never,21,Never,53,Always,A
Never,10,Never,62,Sometimes,B
Always,44,Always,66,Always,D
Never,88,Always,80,Always,A
Never,11,Never,70,Always,B
Always,16,Never,60,Sometimes,C
Never,51,Never,52,Always,C
Never,83,Never,17,Always,D
Never,97,Never,87,Always,B
Always,26,Always,17,Never,D
Never,33,Never,69,Never,F
Never,70,Always,82,Never,A
Never,34,Never,92,Always,A
Always,17,Always,92,Always,A
Never,99,Never,94,Always,B
Never,13,Never,26,Always,F
Never,67,Always,46,Always,C
Never,29,Always,66,Sometimes,B
Always,93,Never,51,Never,C
Always,64,Always,14,Never,F
Never,85,Never,11,Sometimes,C
Never,62,Never,23,Never,C
Never,26,Always,19,Sometimes,F
Never,20,Always,54,Never,B
Always,25,Never,42,Never,F
Never,99,Always,86,Never,A
Never,59,Always,28,Never,D
Never,89,Always,16,Always,D
Never,22,Never,41,Always,D
Always,42,Never,7,Sometimes,C
Always,57,Never,67,Sometimes,C
Always,69,Never,7,Sometimes,C
Never,92,Never,30,Always,D
Never,16,Always,100,Sometimes,A
Never,69,Always,27,Sometimes,C
Never,89,Always,33,Always,C
Always,79,Always,22,Always,A
Never,23,Always,22,Never,F
Always,1,Always,83,Always,A
Never,7,Always,12,Never,F
Never,46,Never,100,Sometimes,A
Always,87,Always,74,Never,C
Always,0,Never,88,Sometimes,B
Never,100,Always,66,Never,D
Never,16,Never,79,Sometimes,C
Never,30,Never,93,Sometimes,B
Never,97,Always,25,Always,C
Always,91,Never,61,Sometimes,C
Always,1,Never,45,Always,F
Always,27,Always,87,Never,A
Always,37,Always,75,Sometimes,C
Never,92,Never,40,Sometimes,F
Always,72,Never,29,Always,F
Never,90,Never,91,Sometimes,A
Never,13,Never,29,Always,D
Never,69,Never,25,Never,F
Never,70,Always,28,Sometimes,D
Always,83,Never,76,Always,C
Always,10,Never,28,Sometimes,F
Always,89,Always,85,Never,A
Always,34,Always,39,Always,F
Never,13,Never,84,Never,B
Never,48,Always,52,Sometimes,D
Never,19,Always,94,Never,A
Never,17,Always,51,Sometimes,B
Always,52,Never,28,Never,C
Never,5,Never,68,Always,A
Always,11,Always,60,Always,C
Always,71,Never,85,Always,B
Always,16,Always,52,Sometimes,C
Always,100,Always,32,Always,A
Always,70,Never,23,Always,C
Never,29,Never,23,Always,F
Never,6,Always,30,Sometimes,F
Always,71,Never,45,Always,D
Never,15,Always,31,Never,F
Never,73,Always,53,Sometimes,F
Never,82,Never,70,Always,D
Always,2,Never,93,Never,B
Always,35,Never,83,Sometimes,A
Never,89,Never,17,Never,D
Never,69,Never,62,Sometimes,A
Always,8,Never,83,Never,B
Never,12,Always,45,Sometimes,F
Never,52,Always,61,Sometimes,A
Always,17,Always,57,Never,C
Never,77,Never,25,Never,C
Never,51,Never,30,Sometimes,F
Always,12,Never,82,Never,B
Always,63,Always,69,Never,C
Never,40,Never,72,Sometimes,D
Always,45,Never,9,Sometimes,F
Never,48,Always,100,Always,A
Never,22,Always,55,Always,A
Never,29,Always,75,Sometimes,F
Always,68,Never,14,Sometimes,D
Always,29,Always,49,Never,F
Never,98,Always,64,Always,F
Never,2,Always,65,Always,C
Always,91,Always,57,Always,C
Never,63,Never,64,Sometimes,F
Never,50,Never,67,Sometimes,D
Always,23,Always,19,Never,F
Always,60,Always,38,Always,F
Always,83,Always,38,Sometimes,C
Never,55,Never,37,Never,C
Always,65,Always,99,Never,A
Always,54,Always,89,Never,A
Always,11,Always,54,Sometimes,C
Never,99,Never,49,Sometimes,D
Never,34,Never,56,Never,D
Always,36,Always,64,Never,C
Never,5,Never,5,Sometimes,F
Never,4,Always,69,Always,B
Never,22,Never,64,Never,B
Always,69,Never,62,Never,C
Never,75,Always,56,Always,D
Always,23,Never,18,Always,F
Never,61,Always,80,Always,B
Always,52,Always,24,Never,F
Never,94,Never,96,Always,B
Never,7,Always,75,Always,B
Never,1,Never,58,Sometimes,F
Always,27,Never,64,Sometimes,C
Never,30,Never,47,Never,F
Never,32,Never,19,Never,F
Never,35,Never,12,Always,F
Never,63,Always,97,Sometimes,A
Always,33,Always,83,Sometimes,A
Always,10,Never,91,Never,B
Always,34,Never,14,Never,D
Always,7,Always,53,Always,C
Always,88,Never,83,Always,B
Always,80,Never,88,Always,A
Always,76,Always,85,Always,B
Never,39,Always,49,Sometimes,D
Always,23,Always,54,Never,C
Always,91,Never,94,Always,B
Never,27,Always,38,Never,F
Never,27,Always,99,Always,A
Always,87,Never,60,Never,C
Never,12,Always,3,Always,F
Never,35,Always,49,Never,F
Always,63,Never,23,Never,C
Always,28,Always,76,Always,C
Always,95,Always,62,Sometimes,C
Never,2,Never,97,Always,B
Always,88,Never,72,Sometimes,C
Never,1,Never,18,Always,F
Never,49,Never,18,Always,D
Always,81,Always,5,Sometimes,D
Never,90,Always,85,Always,A
Always,43,Always,28,Always,A
Always,23,Never,36,Never,D
Never,50,Never,16,Never,D
Always,3,Never,10,Sometimes,D
Always,91,Always,15,Always,B
Never,24,Always,22,Sometimes,D
Always,15,Always,18,Always,F
Always,73,Always,45,Never,F
Always,2,Always,77,Sometimes,C
Always,80,Never,18,Never,F
Never,91,Never,46,Sometimes,D
Always,18,Always,50,Sometimes,C
Always,12,Never,85,Sometimes,B
Never,4,Never,49,Sometimes,F
Always,82,Always,8,Sometimes,D
Always,12,Always,43,Sometimes,D
Always,68,Always,75,Always,D
Never,21,Never,7,Always,F
Always,85,Never,67,Sometimes,D
Always,72,Always,39,Always,D
Never,50,Never,79,Always,D
Always,54,Never,57,Sometimes,C
Always,32,Always,3,Sometimes,F
Never,60,Always,4,Sometimes,D
Always,85,Always,4,Sometimes,D
Always,68,Always,30,Always,F
Always,1,Never,1,Always,F
Always,8,Never,29,Never,F
Never,32,Never,6,Never,D
Never,39,Always,82,Sometimes,A
Always,96,Always,67,Always,C
Always,49,Always,99,Always,A
Always,51,Always,76,Always,D
Never,64,Never,14,Never,D
Always,89,Never,87,Never,B
Always,36,Always,6,Sometimes,F
Never,76,Always,76,Sometimes,C
Always,48,Always,21,Sometimes,C
Never,28,Always,35,Sometimes,F
Never,70,Always,99,Never,A
Always,90,Always,83,Always,A
Always,75,Never,7,Sometimes,D
Always,29,Never,34,Never,F
Always,70,Never,38,Sometimes,F
Always,42,Never,17,Sometimes,F
Always,48,Never,91,Never,B
Always,80,Never,85,Always,A
Always,30,Always,0,Never,F
Always,39,Always,28,Sometimes,F
Never,2,Never,80,Sometimes,B
Never,90,Never,24,Never,C
Always,27,Never,43,Never,F
Always,44,Always,65,Sometimes,D
Never,38,Always,74,Always,D
Never,85,Always,80,Never,A
Always,22,Never,97,Sometimes,A
Always,93,Always,68,Always,C
Never,46,Always,9,Always,D
Always,39,Never,41,Always,F
Always,47,Always,43,Never,F
Never,76,Always,81,Never,A
Never,31,Always,75,Never,C
Always,50,Always,16,Sometimes,D
Always,92,Always,5,Sometimes,C
Always,33,Never,5,Never,F
Always,57,Never,52,Sometimes,C
Always,87,Never,57,Always,D
Always,29,Always,93,Sometimes,A
Always,29,Always,29,Never,D
Never,87,Always,74,Sometimes,F
Always,54,Always,24,Never,F
Always,80,Always,23,Sometimes,F
Always,77,Never,41,Always,C
Always,43,Never,8,Sometimes,D
Never,35,Always,25,Always,F
Never,70,Always,46,Never,C
Never,36,Always,37,Sometimes,F
Always,82,Always,73,Never,C
Never,60,Always,21,Always,C
Always,82,Never,74,Never,C
Never,88,Always,6,Sometimes,D
Never,10,Always,20,Never,D
Always,69,Always,99,Sometimes,A
Always,7,Never,10,Never,D
Never,73,Never,67,Never,A
Always,74,Never,79,Always,C
Never,5,Always,58,Always,F
Never,19,Always,20,Never,D
Never,31,Always,12,Never,F
Always,59,Always,6,Never,F
Always,77,Always,17,Always,B
Always,84,Never,90,Never,A
Always,1,Never,29,Never,F
Always,51,Never,39,Always,F
Always,56,Never,42,Always,F
Always,29,Never,30,Sometimes,F
Always,76,Always,43,Never,D
Never,74,Never,16,Sometimes,C
Never,31,Always,52,Always,A
Never,12,Always,56,Sometimes,D
Never,98,Always,53,Never,F
Always,57,Never,11,Always,A
Always,89,Never,91,Never,B
Always,14,Always,46,Sometimes,D
Always,5,Never,77,Never,C
Never,84,Never,14,Sometimes,C
Always,56,Always,97,Always,A
Always,80,Always,87,Sometimes,A
Always,97,Never,33,Sometimes,C
Never,60,Never,7,Never,F
Always,19,Never,60,Never,C
Always,62,Never,80,Always,B
Always,38,Always,29,Always,F
Always,3,Never,90,Always,A
Never,82,Never,31,Always,F
Never,48,Never,26,Sometimes,C
Always,15,Always,85,Never,A
Always,47,Always,74,Sometimes,C
Always,20,Never,55,Sometimes,C
Always,42,Always,95,Never,A
Never,53,Always,73,Always,A
Never,35,Always,18,Always,F
Never,2,Never,11,Sometimes,F
Never,23,Never,73,Never,B
Always,17,Always,27,Always,F
Never,80,Always,18,Never,F
Never,100,Always,100,Never,A
Always,11,Never,20,Always,F
Never,38,Always,79,Always,B
Never,19,Never,75,Sometimes,D
Never,45,Never,8,Always,F
Never,78,Always,56,Sometimes,B
Never,78,Always,25,Sometimes,F
Always,52,Never,9,Sometimes,C
Always,59,Always,61,Never,D
Never,84,Always,78,Sometimes,D
Never,29,Never,20,Never,F
Never,70,Never,57,Always,A
Never,57,Always,48,Sometimes,C
Never,66,Always,96,Sometimes,B
Always,10,Never,69,Sometimes,D
Always,47,Never,72,Always,C
Never,9,Always,24,Always,F
Never,7,Always,17,Always,F
Always,24,Never,73,Always,C
Never,78,Always,41,Never,C
Never,94,Never,39,Sometimes,C
Always,85,Always,49,Sometimes,D
Always,71,Never,48,Never,F
Always,56,Always,0,Sometimes,D
Never,86,Never,68,Always,F
Never,91,Never,62,Sometimes,F
Never,34,Always,76,Always,C
Always,84,Always,100,Always,A
Always,96,Always,71,Sometimes,C
Always,96,Never,73,Sometimes,C
Always,10,Never,62,Always,C
Always,98,Never,0,Always,D
Never,73,Always,24,Never,D
Never,7,Always,67,Sometimes,D
Always,11,Never,98,Never,A
